#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T04:32:53 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T04:32:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/203/catalog&-order=I&-out=SeqNo&-out=IDs&-out=pmX&-out=pmY&-out=e_pm&-out=Pr&-out=V&-out=B-V&-out=U-B&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1203
#Name: I/203
#Title: Proper Motions, UBV-Phot. & Spectral Class Region 7092 (Platais 1994)
#INFO	ivoid=ivo://cds.vizier/i/203	    IVOID of underlying data collection
#INFO	creator=Platais I.	    First author or institution
#INFO	cites=bibcode:1994BICDS..44....9P	    Article or Data origin sources
#INFO	original_date=1994	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/203	    Dataset landing page
#INFO	publication_date=2017-09-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_203_catalog:
#Name: I/203/catalog
#Title: The Catalogue in the region of NGC 7092
#Column	SeqNo	(I4)	[1/7931]+ Sequential number of the star.	[ucd=meta.id;meta.main]
#Column	IDs	(A1)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	pmX	(F6.1)	Relative proper motions in X (2)	[ucd=pos.pm]
#Column	pmY	(F6.1)	Relative proper motions in Y (2)	[ucd=pos.pm]
#Column	e_pm	(F4.1)	Mean standard error of proper motions (6)	[ucd=stat.error]
#Column	Pr	(I3)	Calculated membership probabilities (7)	[ucd=stat.fit.goodness]
#Column	V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-B	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	RAJ2000	(A11)	Right Ascension (hours), Equinox=J2000 and Epoch=J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (degrees)	[ucd=pos.eq.dec;meta.main]
SeqNo;IDs;pmX;pmY;e_pm;Pr;V;B-V;U-B;RAJ2000;DEJ2000
3605;*;  -4.2; -14.0; 1.5; 96; 7.96; 0.04; 0.10;21 31 30.54;+48 16 41.3
3606; ;  -7.4;  -7.2; 2.1;  0;14.42; 0.89; 0.39;21 31 31.50;+47 51 29.9
3607; ;   4.7;   3.7; 2.0;  0;13.46; 0.65; 0.45;21 31 28.59;+49 18 18.9
3608; ;   2.0;   2.4; 1.6;  0;12.36; 1.73; 1.65;21 31 29.10;+49 05 08.5
3609; ;  -2.2;   3.8; 2.1;  0;14.48; 0.94; 0.65;21 31 31.56;+47 56 04.6
3610;*;   3.4;   0.3; 1.4;  0;12.56; 0.35; 0.21;21 31 29.99;+48 41 55.9
3611; ;  -4.0;  -2.2; 2.6;  0;15.07; 0.74; 0.06;21 31 29.77;+48 50 39.4
3612; ; -25.5; -23.1; 1.8;  0;14.46; 0.73; 0.45;21 31 29.95;+48 42 37.4
3613; ;   1.5;   0.2; 1.4;  0;13.88; 0.22; 0.32;21 31 30.00;+48 48 58.4
3614; ;  -3.9;  -2.3; 3.0;  0;15.44; 0.55; 0.10;21 31 30.05;+48 48 46.5
3615; ;   7.8;  -4.4; 2.2;  0;14.58; 1.02; 0.42;21 31 30.72;+48 33 58.0
3616;*;  -1.2;   0.0; 1.4;  0;13.27; 0.38; 0.10;21 31 31.81;+48 02 44.8
3617; ;   0.8;   8.5; 3.3;  0;15.45; 0.82; 0.04;21 31 30.12;+48 50 42.1
3618; ;   3.8;   5.6; 1.6;  0;14.06; 0.79; 0.21;21 31 32.25;+47 53 31.0
3619; ;   4.1;   3.9; 2.5;  0;15.16; 0.73; 0.23;21 31 30.65;+48 42 36.8
3620; ;  -3.8;   1.9; 1.7;  0;14.14; 0.77; 0.35;21 31 32.13;+48 00 32.2
3621; ;  10.4;   9.3; 1.7;  0;12.35; 0.50; 0.43;21 31 30.24;+49 02 26.2
3622; ;   6.2;   4.0; 1.6;  0;13.78; 1.01; 0.42;21 31 31.31;+48 31 53.5
3623; ;  -1.8;   6.4; 3.0;  0;15.04; 1.06; 0.35;21 31 32.28;+48 04 25.1
3624; ;   0.8;  -3.9; 1.7;  0;12.94; 0.31; 0.31;21 31 30.34;+49 00 10.2
3625; ;  -8.8;  -9.5; 1.6;  0;13.01; 1.66; 1.62;21 31 31.87;+48 15 05.0
3626; ;   1.1;   4.4; 2.3;  0;14.49; 0.88; 0.24;21 31 30.22;+49 03 50.3
3627; ;   0.3;   2.5; 1.6;  0;14.21; 0.52; 0.51;21 31 32.52;+48 01 26.9
3628; ;   2.7;  -4.0; 2.8;  0;12.62; 0.51; 0.36;21 31 33.76;+47 26 43.8
3629; ;   7.3;   4.3; 2.8;  0;14.81; 0.87; 0.26;21 31 32.34;+48 10 08.2
3630; ;   5.8;   2.7; 2.5;  0;13.44; 1.85; 1.29;21 31 33.53;+47 43 26.7
3631; ;   1.8;   2.5; 2.3;  0;14.55; 1.19; 0.39;21 31 32.89;+48 02 57.8
3632; ;  -0.8;   4.1; 1.6;  0;13.34; 1.28; 0.80;21 31 32.90;+48 04 28.9
3633; ;   6.8;   8.0; 2.1;  0;14.27; 1.04; 0.34;21 31 32.29;+48 28 40.4
3634; ;   9.5; -15.7; 1.6;  0;13.37; 0.88; 0.57;21 31 33.91;+47 42 44.2
3635;*;   6.6;  26.3; 1.5;  0;12.18; 0.63; 0.29;21 31 31.68;+48 47 47.0
3636; ;  -0.1;   2.4; 2.0;  0;13.77; 0.56; 0.42;21 31 30.71;+49 15 44.8
3637; ;  -9.0;  18.3; 1.6;  0;13.19; 0.92; 0.38;21 31 31.24;+49 00 48.8
3638; ;   2.9;   2.3; 1.9;  0;14.43; 0.70; 0.28;21 31 31.24;+49 04 07.9
3639; ;   0.2;   2.0; 2.2;  0;13.46; 0.43; 0.35;21 31 30.91;+49 15 17.8
3640; ;  -0.1;   0.9; 1.4;  0;13.56; 0.56; 0.59;21 31 33.03;+48 18 10.3
3641;*;  19.1;  17.2; 1.4;  0; 9.77; 0.31; 0.11;21 31 32.51;+48 38 30.6
3642; ;   1.9;  -1.5; 2.2;  0;14.75; 0.74; 0.26;21 31 32.53;+48 44 01.5
3643; ;  -2.0;  -2.1; 2.2;  0;14.85; 0.53; 0.30;21 31 32.29;+48 50 11.0
3644; ;   0.5;   3.2; 1.9;  0;14.40; 0.67; 0.28;21 31 31.92;+49 06 22.3
3645; ;  -0.1;   0.1; 2.0;  0;13.64; 0.56; 0.47;21 31 31.41;+49 20 57.5
3646; ;   2.0;   2.4; 1.8;  0;14.58; 0.58; 0.42;21 31 32.50;+48 51 08.7
3647; ;   5.1;   0.1; 2.1;  0;14.86; 0.57; 0.45;21 31 33.72;+48 17 00.7
3648; ;  -5.7;   0.1; 2.7;  0;14.92; 0.73; 0.22;21 31 31.71;+49 12 15.8
3649; ;   2.8;  -4.0; 2.2;  0;13.74; 0.94; 0.31;21 31 31.57;+49 18 42.3
3650; ;   0.2;   3.3; 2.3;  0;13.55; 1.59; 1.53;21 31 33.93;+48 11 04.9
3651; ;  -4.1;  -5.2; 2.3;  0;15.01; 1.13; 0.45;21 31 34.34;+48 02 44.7
3652; ;  -0.4;   1.9; 2.5;  0;15.39; 0.93; 0.39;21 31 33.63;+48 24 15.3
3653; ;   4.8;   0.9; 1.8;  0;14.68; 0.56; 0.26;21 31 32.92;+48 47 49.2
3654; ;  -8.5;  -4.7; 3.0;  0;14.90; 1.07; 0.52;21 31 34.02;+48 15 59.1
3655; ;  -6.3; -16.3; 1.4; 75;13.05; 0.86; 0.51;21 31 33.32;+48 36 48.1
3656; ;  -4.3;  -4.4; 2.9;  0;15.21; 0.72; 0.44;21 31 33.52;+48 32 25.2
3657; ;   4.0;   0.9; 1.5;  0;13.75; 0.63; 0.51;21 31 34.10;+48 18 25.9
3658; ;   0.4;   7.3; 2.7;  0;13.84; 1.81; 1.48;21 31 35.27;+47 45 08.6
3659; ;   0.7;   0.3; 2.2;  0;14.56; 0.79; 0.41;21 31 32.86;+48 55 21.3
3660; ;  -1.6;   2.6; 2.0;  0;14.42; 0.83; 0.41;21 31 32.62;+49 05 45.5
3661; ;  -3.0; -11.3; 1.6;  8;13.52; 0.82; 0.29;21 31 32.68;+49 04 26.3
3662; ;   3.0;   1.1; 2.4;  0;14.98; 0.81; 0.47;21 31 33.25;+48 53 33.6
3663; ;  -0.3;   0.6; 1.7;  0;14.35; 0.74; 0.51;21 31 34.58;+48 16 52.2
3664; ;   4.5;   1.8; 1.4;  0;13.31; 0.64; 0.38;21 31 35.00;+48 06 13.0
3665; ;   1.7;  11.7; 2.5;  0;14.35; 1.01; 0.51;21 31 35.05;+48 06 08.5
3666; ;   8.8;  -1.2; 2.4;  0;15.15; 0.81; 0.41;21 31 34.78;+48 15 55.6
3667;*;   2.8;   2.9; 1.4;  0;12.59; 0.69; 0.30;21 31 34.65;+48 24 28.8
3668; ;   3.4; -10.5; 2.5;  0;14.16; 1.46; 0.89;21 31 34.49;+48 33 13.6
3669; ;  -2.6;   3.7; 3.0;  0;15.31; 0.85; 0.42;21 31 34.40;+48 34 14.5
3670; ;   1.5;  -0.3; 2.3;  0;12.94; 1.92; 1.82;21 31 34.51;+48 33 10.5
3671; ; -13.7;  -3.2; 3.0;  0;15.95; 0.69; 0.31;21 31 33.91;+48 49 54.2
3672; ;   4.9;   3.3; 2.5;  0;14.34; 1.23; 0.75;21 31 34.19;+48 54 12.0
3673; ;  -3.5;   2.5; 2.2;  0;13.19; 0.45; 0.15;21 31 33.35;+49 17 48.7
3674; ;   1.4;  -1.7; 2.3;  0;15.06; 0.71; 0.38;21 31 34.95;+48 34 43.5
3675; ;  -0.6;   1.6; 1.5;  0;13.15; 0.64; 0.56;21 31 35.05;+48 43 52.8
3676; ;   0.7;  -4.2; 1.8;  0;14.36; 0.60; 0.37;21 31 34.38;+49 05 55.4
3677; ;   0.6;   2.4; 2.2;  0;14.69; 0.79; 0.33;21 31 36.69;+48 01 55.2
3678; ;  -1.9;   0.3; 1.4;  0;12.82; 0.54; 0.44;21 31 36.88;+47 58 50.9
3679; ;   4.3;  -0.9; 1.9;  0;14.45; 1.02; 0.41;21 31 35.97;+48 30 16.1
3680; ;  -0.5;  -0.4; 1.4;  0;13.47; 0.44; 0.44;21 31 36.75;+48 07 36.0
3681; ;  -4.9;  -5.5; 1.8;  0;13.98; 0.88; 0.35;21 31 37.97;+47 36 17.6
3682; ;   7.7;  -2.9; 2.8;  0;15.06; 0.65; 0.24;21 31 34.95;+49 10 18.2
3683; ;   0.0;   2.8; 1.8;  0;14.64; 0.58; 0.44;21 31 36.96;+48 09 19.0
3684; ;  -5.7;  -5.5; 2.5;  0;14.75; 0.96; 0.40;21 31 36.14;+48 35 22.2
3685; ;  -9.3;   0.4; 2.5;  0;11.72; 0.47;-0.11;21 31 38.36;+47 29 36.2
3686; ;   2.4;   1.9; 2.5;  0;14.90; 0.81; 0.18;21 31 36.11;+48 45 34.7
3687; ;  -0.5;   1.7; 3.2;  0;15.02; 0.77; 0.23;21 31 35.74;+48 55 57.1
3688; ;   0.4;  -0.7; 1.4;  0;12.33; 1.82; 1.64;21 31 36.94;+48 22 34.5
3689; ;   1.0;  -4.3; 2.2;  0;14.62; 0.92; 0.60;21 31 37.13;+48 26 15.7
3690; ;  -1.6;   8.2; 3.0;  0;12.58; 1.39; 0.82;21 31 35.27;+49 22 23.7
3691;*;  -1.5;  -1.2; 1.4;  0;11.12; 2.06; 2.52;21 31 36.72;+48 40 50.8
3692;*;   4.4;  -0.3; 1.3;  0;11.65; 0.54; 0.39;21 31 37.01;+48 34 00.7
3693;*;  -3.6;  -7.9; 1.3;  0;11.18; 0.35; 0.11;21 31 36.72;+48 41 12.2
3694; ;  -2.2;  -1.4; 1.4;  0;13.26; 0.52; 0.64;21 31 37.77;+48 11 26.5
3695; ;  -4.2;   4.4; 2.2;  0;14.81; 0.65; 0.22;21 31 38.60;+47 46 20.3
3696; ;   0.2;   0.2; 1.6;  0;12.65; 0.64; 0.44;21 31 38.71;+47 44 52.8
3697; ;  -1.5;  -3.4; 2.3;  0;14.83; 0.83; 0.27;21 31 37.00;+48 40 25.8
3698; ;  -3.3;   0.9; 1.5;  0;13.97; 0.52; 0.37;21 31 36.79;+48 46 59.4
3699; ;  -1.7;  -8.2; 1.4;  0;13.21; 0.74; 0.55;21 31 38.01;+48 11 30.9
3700; ;   9.8;   6.6; 1.4;  0;12.37; 0.50; 0.07;21 31 38.50;+48 00 30.2
3701; ;   5.7;   5.4; 3.0;  0;15.38; 0.73; 0.11;21 31 36.86;+48 49 41.1
3702;*;  -6.7; -16.5; 1.5; 69;10.88; 0.66; 0.00;21 31 38.98;+47 43 25.6
3703; ;  -2.0;  -4.7; 2.3;  0;14.68; 0.74; 0.16;21 31 36.65;+48 54 47.1
3704; ;   3.6;   1.1; 1.6;  0;13.39; 1.38; 1.17;21 31 36.99;+48 46 27.8
3705; ;   0.8;  -3.4; 2.5;  0;14.75; 0.83; 0.33;21 31 37.12;+48 42 17.0
3706; ;   6.0;   2.7; 2.2;  0;14.42; 0.96; 0.38;21 31 39.11;+47 44 20.3
3707; ;   2.7;  -4.3; 1.5;  0;13.57; 0.48; 0.47;21 31 36.89;+48 52 05.9
3708; ;  -3.8;   1.8; 1.8;  0;14.46; 0.39; 0.32;21 31 36.61;+49 00 51.1
3709; ;  -0.7;  -3.2; 1.5;  0;13.80; 0.24; 0.47;21 31 36.96;+48 52 10.1
3710; ;  16.4; -10.0; 1.6;  0;13.43; 0.95; 0.77;21 31 39.42;+47 43 10.0
3711; ;   4.4;   5.8; 2.3;  0;14.77; 0.56; 0.33;21 31 36.68;+49 05 26.1
3712; ;  -0.8;   0.1; 1.4;  0;12.94; 0.69; 0.50;21 31 37.57;+48 39 26.4
3713; ;   7.0;   0.1; 1.6;  0;13.76; 1.08; 0.79;21 31 37.64;+48 43 09.1
3714; ;   1.1; -12.4; 3.0;  0;14.15; 0.95; 0.61;21 31 37.90;+48 38 38.8
3715; ;   4.4;   6.4; 1.8;  0;12.13; 0.80; 0.29;21 31 37.02;+49 07 13.6
3716; ;   1.1;   2.9; 1.7;  0;14.57; 0.37; 0.29;21 31 37.73;+48 47 29.2
3717; ;  -0.9;   2.5; 1.8;  0;13.69; 0.80; 0.37;21 31 36.86;+49 14 31.2
3718; ;  -3.2;  -2.5; 1.5;  0;12.60; 1.60; 1.65;21 31 38.06;+48 38 42.0
3719; ;  -1.6;   1.2; 3.2;  0;14.73; 1.35; 0.97;21 31 37.52;+48 55 34.7
3720;*;  -4.8;  -2.8; 1.4;  0;11.57; 1.49; 1.62;21 31 37.96;+48 42 13.2
3721; ;  -0.5;   1.2; 1.3;  0;10.80; 0.34;-0.14;21 31 39.30;+48 02 50.9
3722; ;   5.3;   2.3; 1.6;  0;13.26; 1.60; 1.54;21 31 38.42;+48 31 31.6
3723; ;   2.6;   2.6; 3.0;  0;15.43; 0.58; 0.33;21 31 37.97;+48 44 50.0
3724; ;   0.1;  -0.4; 1.5;  0;13.34; 0.26;-0.40;21 31 37.82;+48 48 57.8
3725; ;   0.4;   9.2; 1.4;  0;12.88; 0.85; 0.53;21 31 38.35;+48 34 44.5
3726; ;   4.2;   5.0; 2.8;  0;15.71; 0.49;-0.13;21 31 37.61;+48 57 49.3
3727; ;   8.6;   3.6; 2.9;  0;14.84; 1.10; 0.61;21 31 38.25;+48 40 45.9
3728; ;   4.3;  -1.7; 1.8;  0;13.98; 0.88; 0.40;21 31 40.34;+47 39 37.9
3729; ;   0.4;  -0.9; 1.8;  0;14.85; 0.49; 0.38;21 31 38.74;+48 31 57.5
3730; ;   5.2;   7.6; 2.8;  0;15.14; 0.68; 0.25;21 31 37.84;+49 04 38.9
3731; ;  -1.3;  -5.1; 2.2;  0;13.97; 0.64; 0.34;21 31 37.35;+49 17 48.5
3732; ;   0.7;  -4.0; 1.8;  0;14.64; 0.73; 0.53;21 31 39.25;+48 22 58.1
3733; ;   7.7;   6.6; 2.3;  0;14.89; 0.90; 0.29;21 31 39.47;+48 21 49.5
3734; ;  16.1;  11.0; 2.4;  0;13.28; 0.89; 0.55;21 31 41.21;+47 33 46.4
3735; ;  11.5;   6.7; 1.4;  0;11.17; 0.65; 0.11;21 31 40.74;+47 49 42.5
3736; ;   5.8;  -0.5; 2.6;  0;14.91; 0.69; 0.21;21 31 38.25;+49 07 03.8
3737; ;  -0.1;   3.0; 3.0;  0;12.91; 0.28; 0.08;21 31 37.80;+49 19 24.1
3738; ;  -1.9;  -3.2; 4.4;  0;12.94; 1.25; 0.84;21 31 37.89;+49 18 55.6
3739; ;  -6.9;   6.3; 3.0;  0;15.57; 1.11; 0.36;21 31 39.64;+48 27 11.1
3740; ;  -5.8;  -3.7; 3.0;  0;15.57; 0.53; 0.53;21 31 40.27;+48 10 12.3
3741; ;  -0.7;   0.5; 1.7;  0;14.05; 0.58; 0.45;21 31 38.80;+48 56 32.0
3742; ;  -2.2;  -0.1; 4.4;  0;13.58; 0.72; 0.32;21 31 38.10;+49 20 52.9
3743; ;   4.5;   1.8; 2.6;  0;14.69; 1.03; 0.21;21 31 38.70;+49 07 13.7
3744; ;  -1.9;   1.7; 1.4;  0;13.25; 0.41; 0.11;21 31 40.52;+48 10 51.2
3745; ;  -3.9;   2.7; 1.6;  0;13.10; 0.56; 0.30;21 31 39.20;+48 51 06.0
3746; ;   6.3;   9.9; 2.8;  0;14.49; 0.87; 0.36;21 31 38.84;+49 05 15.9
3747; ;  -2.1;   0.1; 1.5;  0;13.13; 1.20; 1.06;21 31 39.66;+48 42 55.7
3748; ;   6.6;   3.6; 1.9;  0;14.56; 0.96; 0.21;21 31 40.22;+48 31 14.4
3749; ;  -3.7;   1.0; 1.8;  0;14.73; 0.44; 0.27;21 31 39.84;+48 41 04.7
3750; ;  -3.7;  -3.1; 3.0;  0;15.81; 0.65; 0.39;21 31 39.62;+48 48 28.7
3751; ;   6.0;   1.2; 2.3;  0;14.77; 1.01; 0.22;21 31 40.60;+48 24 38.1
3752; ;   0.8;  -2.1; 2.3;  0;15.39; 0.54; 0.41;21 31 40.01;+48 41 55.9
3753; ; -17.8; -31.0; 1.8;  0;13.49; 1.18; 1.06;21 31 38.81;+49 13 03.6
3754; ;  29.4;   1.1; 2.7;  0;14.36; 0.85; 0.31;21 31 42.54;+47 33 11.0
3755; ;  -0.3;   4.0; 1.7;  0;14.25; 0.54; 0.18;21 31 42.10;+47 44 12.1
3756; ;  -1.2;   1.5; 1.6;  0;14.24; 0.50;-0.20;21 31 41.35;+48 08 08.5
3757; ;   9.2;   0.6; 3.1;  0;15.12; 0.89; 0.29;21 31 40.17;+48 53 48.6
3758; ;   5.7;  -1.9; 3.3;  0;15.14; 0.68; 0.07;21 31 40.00;+48 58 17.2
3759; ;  -2.5;   4.2; 3.0;  0;14.60; 1.61; 1.03;21 31 41.73;+48 03 00.1
3760; ;  -3.3;   4.9; 1.7;  0;13.76; 0.97; 0.34;21 31 42.38;+47 44 55.4
3761; ;  -2.9;   3.4; 2.3;  0;15.02; 0.78; 0.56;21 31 42.01;+47 57 18.9
3762; ;  -0.6;  -2.9; 1.7;  0;14.50; 0.41; 0.48;21 31 40.39;+48 48 33.2
3763; ;  -2.9;   1.6; 2.5;  0;12.81; 2.34; 2.30;21 31 42.10;+47 58 15.9
3764; ;   2.2;  -1.1; 1.7;  0;14.59; 0.49; 0.29;21 31 40.79;+48 46 38.3
3765; ;  -6.0;  -1.7; 2.3;  0;14.42; 0.58; 0.34;21 31 39.77;+49 16 08.0
3766; ;   6.5;  -2.1; 1.7;  0;13.74; 0.78; 0.30;21 31 40.50;+48 59 45.9
3767; ;   0.3;  -0.7; 1.7;  0;14.38; 0.67; 0.24;21 31 41.29;+48 45 51.8
3768; ;   0.7;  -9.2; 3.5;  0;14.43; 1.36; 0.86;21 31 40.75;+49 02 44.8
3769; ;  -1.5;   5.2; 3.1;  0;14.94; 0.76; 0.20;21 31 40.81;+49 01 14.2
3770; ;   3.7;   8.0; 2.7;  0;13.49; 2.05; 1.72;21 31 43.06;+47 54 19.9
3771; ;   0.2;  -4.2; 1.4;  0;12.65; 1.37; 1.01;21 31 42.63;+48 07 29.2
3772; ;  -6.6;  -5.5; 2.8;  0;15.49; 0.81; 0.33;21 31 40.72;+49 05 12.2
3773; ;  -5.1;  -0.2; 2.1;  0;14.25; 1.12; 0.65;21 31 43.20;+47 53 48.5
3774; ;  -2.4;   1.7; 1.7;  0;14.23; 0.80; 0.28;21 31 41.40;+48 51 29.6
3775; ;  -0.6;  -6.7; 3.1;  0;15.64; 0.70; 0.23;21 31 41.48;+48 53 51.6
3776; ;   2.0;   0.0; 1.6;  0;11.88; 1.87; 2.14;21 31 41.62;+48 50 36.4
3777; ;  -5.7;   1.0; 1.7;  0;14.36; 0.78; 0.41;21 31 42.73;+48 14 15.0
3778; ;  -2.3;   1.8; 3.0;  0;14.87; 0.45; 0.20;21 31 40.77;+49 15 52.7
3779; ;   8.2;  -1.0; 2.5;  0;14.76; 1.01; 0.42;21 31 43.27;+48 02 53.9
3780; ;  -8.8; -14.1; 2.3;  2;14.02; 1.41; 0.00;21 31 42.23;+48 35 24.6
3781;*;  -3.2; -15.2; 1.6; 97; 6.75; 0.01;-0.01;21 31 42.40;+48 35 04.5
3782; ;  -5.5;   2.3; 2.5;  0;14.15; 1.56; 1.23;21 31 43.27;+48 08 06.4
3783; ;  -3.6;   1.6; 3.0;  0;13.35; 0.43; 0.33;21 31 40.91;+49 22 38.6
3784; ;   2.8;   4.4; 2.8;  0;15.50; 0.59; 0.32;21 31 41.79;+48 59 33.3
3785; ;   0.9;   1.7; 2.9;  0;14.73; 0.51; 0.32;21 31 44.61;+47 30 20.8
3786; ;  -3.3;   3.9; 1.7;  0;13.36; 1.55; 1.09;21 31 44.00;+47 50 39.5
3787; ;   0.1;   4.2; 2.6;  0;14.99; 0.84; 0.39;21 31 41.61;+49 07 16.7
3788; ;   2.8;   3.4; 1.4;  0;13.36; 0.49; 0.33;21 31 42.59;+48 38 10.5
3789; ;  -0.4;   0.4; 1.7;  0;13.93; 1.19; 0.83;21 31 43.42;+48 17 31.7
3790; ;  -2.4;   0.2; 1.8;  0;14.01; 0.53; 0.45;21 31 41.74;+49 12 43.4
3791; ;  -3.7;  -4.5; 3.3;  0;15.15; 0.55; 0.44;21 31 42.23;+48 58 55.6
3792; ;   7.2;   0.2; 1.7;  0;14.14; 0.97; 0.34;21 31 43.65;+48 17 39.6
3793; ;  -6.1;  -4.2; 2.3;  0;14.69; 0.90; 0.38;21 31 43.73;+48 13 33.0
3794; ;   2.6;  -2.9; 2.7;  0;12.79; 1.38; 0.87;21 31 45.20;+47 29 51.5
3795; ;  -6.1;  -3.0; 1.6;  0;14.02; 0.65; 0.16;21 31 44.21;+48 01 22.8
3796; ;  -3.4;   2.5; 3.0;  0;15.53; 0.68; 0.10;21 31 42.83;+48 46 51.8
3797; ;  12.0;   8.8; 2.1;  0;14.39; 0.85; 0.42;21 31 42.86;+48 52 27.1
3798; ;  -6.4; -15.1; 1.5; 77;13.48; 0.83; 0.53;21 31 43.49;+48 28 24.6
3799; ;  -6.7;   4.2; 2.2;  0;14.60; 0.71; 0.09;21 31 42.66;+48 55 19.6
3800; ;   6.0;   0.6; 1.5;  0;13.62; 0.88; 0.14;21 31 43.90;+48 22 07.8
3801; ;  -2.7;   0.5; 1.6;  0;12.56; 0.60; 0.36;21 31 45.33;+47 46 42.3
3802; ;   7.9;   8.2; 3.0;  0;15.10; 0.90; 0.31;21 31 44.00;+48 34 35.1
3803; ;  -4.4; -10.8; 3.0;  0;15.08; 1.01; 0.32;21 31 44.34;+48 20 11.1
3804; ;   1.1;   0.7; 2.5;  0;15.08; 0.82; 0.40;21 31 44.38;+48 22 45.7
3805; ; -10.7;  -4.6; 2.2;  0;14.82; 0.77; 0.20;21 31 43.59;+48 45 43.4
3806; ;  -7.1;   1.6; 3.0;  0;14.27; 1.68; 1.32;21 31 44.84;+48 08 42.3
3807; ;  -1.0;   1.2; 2.2;  0;15.05; 0.52; 0.37;21 31 43.63;+48 49 07.9
3808; ;   1.2;  -0.1; 1.6;  0;13.79; 0.95; 0.39;21 31 44.19;+48 36 41.0
3809; ;  -1.2;   0.6; 2.2;  0;14.68; 0.62; 0.63;21 31 45.76;+47 46 10.6
3810; ;  -5.2;  -0.2; 2.3;  0;14.96; 0.77; 0.61;21 31 45.31;+48 00 52.3
3811; ;  -3.1;  -3.7; 1.6;  0;13.21; 0.55; 0.41;21 31 43.75;+48 53 21.0
3812; ;  -2.8;  -4.8; 3.0;  0;14.83; 0.99; 0.46;21 31 44.44;+48 32 44.6
3813; ;   1.6;   2.7; 1.6;  0;14.08; 0.47; 0.35;21 31 43.88;+48 53 12.0
3814;*;  -4.4; -15.1; 1.5; 98; 7.66; 0.00; 0.05;21 31 44.66;+48 29 03.5
3815; ;   3.7;  -0.3; 2.7;  0;12.86; 1.63; 1.21;21 31 46.65;+47 31 26.9
3816; ;  -1.2;   3.2; 2.2;  0;13.10; 0.32; 0.28;21 31 43.56;+49 15 32.4
3817; ;  -9.8;  -7.9; 3.0;  0;15.38; 0.78; 0.26;21 31 44.75;+48 42 08.1
3818; ;   2.6;  -4.4; 2.7;  0;14.98; 0.72; 0.45;21 31 45.27;+48 30 02.5
3819; ;   4.3;   2.9; 1.8;  0;14.58; 0.72; 0.35;21 31 44.89;+48 45 36.6
3820;*;   2.8;   2.8; 1.4;  0;12.70; 0.33;-0.03;21 31 45.52;+48 29 53.2
3821;*;  10.4;   9.4; 2.7;  0; 8.74; 1.29; 0.89;21 31 47.59;+47 26 34.8
3822; ;  14.7;   9.3; 2.5;  0;15.04; 1.08; 0.21;21 31 46.28;+48 14 38.4
3823; ;   3.2;  -0.1; 3.0;  0;14.29; 1.33; 1.14;21 31 45.70;+48 31 50.8
3824; ;   1.3;  -2.8; 3.0;  0;14.68; 1.12; 0.64;21 31 45.73;+48 31 54.9
3825; ;  13.1;  15.8; 2.0;  0;14.44; 0.87; 0.24;21 31 44.90;+49 04 06.6
3826; ;  -0.6;   0.7; 1.7;  0;14.60; 0.50; 0.34;21 31 45.56;+48 44 09.3
3827; ;  -8.6;   5.7; 3.0;  0;14.88; 0.39; 0.85;21 31 46.04;+48 28 54.8
3828; ;   2.4;   1.3; 2.2;  0;14.69; 0.89; 0.37;21 31 46.75;+48 09 44.5
3829; ;   6.3;   2.1; 1.4;  0;12.22; 1.42; 1.14;21 31 47.08;+48 02 04.7
3830; ;  -3.8;  -4.0; 2.1;  0;14.75; 0.51; 0.16;21 31 45.52;+48 51 36.8
3831; ;   7.8;  11.5; 2.9;  0;15.37; 0.81; 0.20;21 31 45.27;+49 03 01.7
3832; ;  -7.0;  -2.5; 2.2;  0;14.71; 0.74; 0.55;21 31 46.81;+48 08 49.7
3833; ;  -0.3;   0.2; 2.5;  0;14.07; 1.72; 1.28;21 31 46.93;+48 07 01.9
