#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:22:37 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:22:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/401/531/table8&-order=I&-out=Seq&-out=NL&-out=RA2000&-out=DE2000&-out=Np&-out=pmX&-out=e_pmX&-out=pmY&-out=e_pmY&-out=Vmag&-out=B-V&-out=Prob&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_34010531
#Name: J/A+A/401/531
#Title: Proper motions in NGC 7243 (Jilinski+, 2003)
#INFO	ivoid=ivo://cds.vizier/j/a+a/401/531	    IVOID of underlying data collection
#INFO	creator=Jilinski E.G.	    First author or institution
#INFO	cites=bibcode:2003A&A...401..531J	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/401/531	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.34010531	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-09-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1949.830:	eq_FK5 J2000
#Table	J_A_A_401_531_table8:
#Name: J/A+A/401/531/table8
#Title: Star positions, proper motions, BV photometry, and membership probabilities
#Column	Seq	(I4)	[1/2623] Sequence number of the star	[ucd=meta.id]
#Column	NL	(I3)	[]? Identification from Lengauer (1)	[ucd=meta.id]
#Column	RA2000	(A11)	Right Ascension Eq=2000.0, Ep=1949.83 (3)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A11)	Declination	[ucd=pos.eq.dec;meta.main]
#Column	Np	(I2)	? Number of astrometric plate pairs used	[ucd=meta.id;instr.plate]
#Column	pmX	(F5.1)	? Relative proper motions in X	[ucd=pos.pm;pos.cartesian.x]
#Column	e_pmX	(F4.1)	? Standard error in pmX	[ucd=stat.error]
#Column	pmY	(F5.1)	? Relative proper motions in Y	[ucd=pos.pm;pos.cartesian.y]
#Column	e_pmY	(F4.1)	? Standard error in pmY	[ucd=stat.error]
#Column	Vmag	(F6.3)	? V magnitude of a star	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? (B-V) colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Prob	(I2)	? Membership probability	[ucd=stat]
#Column	_RA.icrs	(A11)	Right ascension (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A11)	Declination (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
Seq;NL;RA2000;DE2000;Np;pmX;e_pmX;pmY;e_pmY;Vmag;B-V;Prob;_RA.icrs;_DE.icrs
1438;208;22 13 49.30;+50 05 07.8;10;  6.4; 0.7; 10.3; 0.5;10.640; 1.240; 0;22 13 49.38;+50 05 07.8
1439;210;22 13 52.45;+50 05 31.7;10; 11.4; 0.8;  2.7; 0.5;10.570; 0.600; 0;22 13 52.53;+50 05 31.7
1440;   ;22 13 44.12;+50 06 44.0; 8; -4.4; 1.7;  0.5; 1.5;14.360; 0.520; 0;22 13 44.20;+50 06 44.0
1441;209;22 13 50.23;+50 07 26.2;10;  6.5; 0.9;  4.2; 0.6;12.740; 0.880; 0;22 13 50.31;+50 07 26.2
1442;211;22 14 04.37;+50 04 40.4;10;  2.3; 0.5;  1.3; 0.6;12.900; 0.770;96;22 14 04.45;+50 04 40.4
1443;   ;22 14 08.52;+50 05 05.2;  ;     ;    ;     ;    ;14.940; 0.590;  ;22 14 08.60;+50 05 05.2
1444;214;22 14 07.58;+50 05 30.0;10; -3.3; 0.5;  1.5; 1.0;13.470; 0.380; 0;22 14 07.66;+50 05 30.0
1445;212;22 14 05.70;+50 06 22.8;10; 11.2; 0.8; -5.5; 0.7;12.540; 0.820; 0;22 14 05.78;+50 06 22.8
1446;   ;22 14 07.69;+50 06 57.1; 8;  6.2; 1.6;  0.8; 1.6;13.540; 1.680;14;22 14 07.77;+50 06 57.1
1447;   ;22 14 10.66;+50 07 41.8;  ;     ;    ;     ;    ;13.340; 0.860;  ;22 14 10.74;+50 07 41.8
1448;   ;22 14 11.18;+50 07 39.3;  ;     ;    ;     ;    ;13.810; 0.900;  ;22 14 11.26;+50 07 39.3
1449;213;22 14 07.46;+50 08 38.3;10; 39.4; 0.7;-26.5; 0.7;12.750; 0.960; 0;22 14 07.54;+50 08 38.3
1450;   ;22 14 17.08;+50 08 09.6; 9;  0.4; 0.7;  0.2; 1.0;14.390; 0.650;88;22 14 17.16;+50 08 09.6
1451;217;22 14 14.98;+50 06 07.0;10;  3.8; 0.9;  2.1; 0.4;13.290; 0.710;84;22 14 15.06;+50 06 07.0
1452;   ;22 14 14.83;+50 05 26.7; 8;  0.8; 0.8; -0.6; 1.1;14.260; 0.780;92;22 14 14.91;+50 05 26.7
1453;   ;22 14 20.05;+50 04 45.5; 6;  6.6; 3.0; -0.6; 1.4;14.640; 0.890; 5;22 14 20.13;+50 04 45.5
1454;219;22 14 20.69;+50 06 22.8;10;  4.2; 0.8;  0.0; 0.3;11.190; 1.100;94;22 14 20.77;+50 06 22.8
1455;222;22 14 24.16;+50 06 36.4;10;  2.4; 0.5;  3.1; 1.0;12.850; 0.600;57;22 14 24.24;+50 06 36.4
1456;   ;22 14 24.16;+50 07 11.7; 9;  3.1; 1.8;  5.5; 1.4;14.030; 1.190; 0;22 14 24.24;+50 07 11.7
1457;223;22 14 25.12;+50 09 01.1;10;  2.4; 0.9;  0.4; 0.6;12.940; 0.620;98;22 14 25.20;+50 09 01.1
1458;   ;22 14 28.42;+50 09 05.1;  ;     ;    ;     ;    ;13.110; 1.710;  ;22 14 28.50;+50 09 05.1
1459;   ;22 14 29.41;+50 09 08.0;10;  5.7; 1.3; -2.8; 0.8;13.750; 0.950; 3;22 14 29.49;+50 09 08.0
1460;   ;22 14 28.87;+50 06 51.3;10;  2.3; 0.6;  1.8; 1.0;14.050; 0.700;94;22 14 28.95;+50 06 51.3
1461;   ;22 14 27.47;+50 06 34.9; 9;  2.1; 1.3;  0.6; 0.6;13.690; 0.610;98;22 14 27.55;+50 06 34.9
1462;   ;22 14 26.73;+50 06 08.0; 9;  0.2; 1.1;  5.5; 1.5;13.770; 1.300; 0;22 14 26.81;+50 06 08.0
1463;225;22 14 29.45;+50 06 08.9;10; -1.0; 0.7; -2.2; 0.6;11.620; 0.520; 3;22 14 29.53;+50 06 08.9
1464;   ;22 14 33.51;+50 07 21.6;10; -1.1; 1.6;  6.4; 1.2;14.200; 0.630; 0;22 14 33.59;+50 07 21.6
1465;   ;22 14 32.00;+50 08 20.7; 7;  2.2; 1.2;  2.9; 1.1;14.630; 0.840;65;22 14 32.08;+50 08 20.7
1466;   ;22 14 36.52;+50 07 47.4;10; -3.5; 1.3; -0.7; 0.9;13.240; 1.360; 0;22 14 36.60;+50 07 47.4
1467;   ;22 14 35.75;+50 09 17.9; 9; -2.3; 1.0;  1.6; 1.2;14.130; 0.790; 0;22 14 35.83;+50 09 17.9
1468;226;22 14 42.14;+50 07 53.3;10; -2.0; 0.8; -0.9; 0.6;12.680; 0.420; 1;22 14 42.22;+50 07 53.3
1469;   ;22 14 42.72;+50 07 25.4; 8; -6.5; 1.7;  2.3; 0.6;14.450; 0.660; 0;22 14 42.80;+50 07 25.4
1470;227;22 14 44.95;+50 07 27.0;10;  1.4; 0.8;  0.3; 0.5;11.480; 0.160;96;22 14 45.03;+50 07 27.0
1471;   ;22 14 43.11;+50 09 27.3; 9; -6.0; 1.5; -1.1; 1.4;14.790; 0.570; 0;22 14 43.19;+50 09 27.3
1472;   ;22 14 49.97;+50 07 57.0;  ;     ;    ;     ;    ;15.260; 0.450;  ;22 14 50.05;+50 07 57.0
1473;229;22 14 54.13;+50 08 23.3;10;  1.8; 1.0; -2.2; 0.4;11.760; 1.320;84;22 14 54.21;+50 08 23.3
1474;230;22 14 55.75;+50 09 25.8;10;  0.1; 1.0; -1.9; 1.0;12.780; 0.380;45;22 14 55.83;+50 09 25.8
1475;   ;22 14 56.97;+50 06 30.6; 8;  2.4; 1.0;  0.4; 0.7;12.960; 1.610;98;22 14 57.05;+50 06 30.6
1476;   ;22 15 09.75;+50 09 19.8;10;  0.8; 1.1; -1.9; 1.2;14.360; 0.770;74;22 15 09.83;+50 09 19.8
1477;   ;22 15 14.60;+50 09 48.7; 7;  4.4; 1.8;  0.6; 0.2;14.250; 0.630;91;22 15 14.68;+50 09 48.7
1478;   ;22 15 13.33;+50 04 42.5;10;  4.5; 1.1;  1.0; 0.8;12.110; 0.500;88;22 15 13.41;+50 04 42.5
1479;   ;22 15 21.06;+50 05 15.8; 9;  1.5; 0.7;  2.8; 1.3;13.980; 0.740;61;22 15 21.14;+50 05 15.8
1480;237;22 15 21.74;+50 06 06.9;10; -1.2; 0.8;  0.4; 0.9;12.460; 0.330;13;22 15 21.82;+50 06 06.9
1481;   ;22 15 24.50;+50 06 05.0;10; -1.5; 0.8; -1.4; 1.1;12.400; 1.920; 3;22 15 24.58;+50 06 05.0
1482;239;22 15 26.62;+50 06 34.1;10; 13.9; 1.2;  9.7; 0.5;12.730; 0.770; 0;22 15 26.70;+50 06 34.1
1483;241;22 15 31.61;+50 07 33.5;10;  0.1; 1.1;  0.3; 0.4;13.260; 0.320;82;22 15 31.69;+50 07 33.5
1484;   ;22 15 28.82;+50 07 56.7;  ;     ;    ;     ;    ;14.820; 0.670;  ;22 15 28.90;+50 07 56.7
1485;   ;22 15 32.80;+50 08 57.1; 9;  0.8; 0.9; -1.4; 1.3;13.850; 0.720;86;22 15 32.88;+50 08 57.1
1486;   ;22 15 35.12;+50 06 56.8;  ;     ;    ;     ;    ;13.460; 1.610;  ;22 15 35.20;+50 06 56.8
1487;   ;22 15 37.25;+50 05 03.1;10;  2.5; 1.2;  1.7; 0.8;14.430; 0.580;95;22 15 37.33;+50 05 03.1
1488;244;22 15 38.09;+50 05 55.3;10; -0.5; 0.7; -6.2; 0.3;12.050; 0.480; 0;22 15 38.17;+50 05 55.3
1489;   ;22 15 39.88;+50 06 24.4;  ;     ;    ;     ;    ;14.040; 0.780;  ;22 15 39.96;+50 06 24.4
1490;   ;22 15 46.62;+50 07 47.4; 9; 16.4; 1.2; 14.1; 0.8;13.690; 0.890; 0;22 15 46.70;+50 07 47.4
1491;   ;22 15 47.69;+50 09 22.0; 8;  9.8; 2.0;  6.1; 1.3;14.540; 0.810; 0;22 15 47.77;+50 09 22.0
1492;   ;22 15 49.15;+50 05 44.2;10; -5.9; 0.6;  2.5; 1.4;13.560; 1.270; 0;22 15 49.23;+50 05 44.2
1493;   ;22 15 59.80;+50 04 58.2;10;  0.7; 0.8; -0.1; 0.9;14.140; 0.400;92;22 15 59.88;+50 04 58.2
1494;   ;22 16 05.27;+50 05 21.0; 6;-15.9; 2.1; 13.6; 1.0;13.580; 1.630; 0;22 16 05.35;+50 05 21.0
1495;   ;22 15 56.59;+50 06 21.2; 9;  4.7; 1.1; -7.5; 1.3;14.490; 0.790; 0;22 15 56.67;+50 06 21.2
1496;   ;22 15 53.55;+50 07 41.6; 9; -0.5; 1.6; -2.2; 1.2;13.510; 1.160;10;22 15 53.63;+50 07 41.6
1497;   ;22 15 55.24;+50 08 13.2; 8; 17.4; 1.4;-40.2; 1.4;13.810; 1.370; 0;22 15 55.32;+50 08 13.2
1498;   ;22 15 58.90;+50 08 19.2;10; -2.4; 1.1;  0.4; 1.0;13.580; 0.620; 0;22 15 58.98;+50 08 19.2
1499;   ;22 16 06.72;+50 09 16.7;10; -1.4; 0.6;  0.9; 1.2;13.830; 0.600; 6;22 16 06.80;+50 09 16.7
1500;248;22 16 14.06;+50 08 44.5;10;  0.3; 1.3;  2.1; 0.7;12.610; 0.330;54;22 16 14.14;+50 08 44.5
1501;   ;22 16 18.67;+50 08 25.0;  ;     ;    ;     ;    ;12.900; 1.290;  ;22 16 18.75;+50 08 25.0
1502;   ;22 16 19.43;+50 08 25.2;  ;     ;    ;     ;    ;13.790; 1.020;  ;22 16 19.51;+50 08 25.2
1503;251;22 16 17.74;+50 06 19.0;10; -4.4; 0.9; -3.0; 0.6;12.920; 0.490; 0;22 16 17.82;+50 06 19.0
1504;   ;22 16 18.44;+50 05 36.1; 9;  0.1; 1.2;  3.9; 0.8;12.920; 1.280; 1;22 16 18.52;+50 05 36.1
1505;   ;22 16 20.32;+50 05 06.1;10;  0.6; 1.0; -2.6; 1.0;14.150; 1.280;33;22 16 20.40;+50 05 06.1
1506;254;22 16 26.22;+50 06 44.3;10; -0.4; 0.8; 10.1; 0.9;13.300; 0.800; 0;22 16 26.30;+50 06 44.3
1507;258;22 16 32.62;+50 05 42.1;10;  4.3; 1.1; -5.9; 0.7;10.400; 1.310; 0;22 16 32.70;+50 05 42.1
1508;260;22 16 34.47;+50 05 48.2;10; -1.4; 1.0; -1.4; 0.5;11.460; 0.180; 4;22 16 34.55;+50 05 48.2
1509;   ;22 16 23.19;+50 08 55.0; 7; -7.1; 1.9; -3.0; 1.8;14.500; 0.500; 0;22 16 23.27;+50 08 55.0
1510;   ;22 16 29.34;+50 09 10.6;10; -0.4; 1.2;  0.7; 0.4;12.730; 1.200;58;22 16 29.42;+50 09 10.6
1511;   ;22 16 30.78;+50 08 28.6; 8;  0.8; 1.8;  2.2; 1.0;14.090; 0.700;69;22 16 30.86;+50 08 28.6
1512;   ;22 16 36.16;+50 08 03.9; 9; -5.7; 0.7;  2.7; 1.3;13.980; 0.700; 0;22 16 36.24;+50 08 03.9
1513;   ;22 16 36.96;+50 09 19.7;10; -0.9; 0.3;  0.2; 1.1;14.030; 0.350;29;22 16 37.04;+50 09 19.7
1514;   ;22 16 43.22;+50 09 19.1; 6; -3.2; 2.4;  0.6; 2.6;14.530; 0.880; 0;22 16 43.30;+50 09 19.1
1515;   ;22 16 47.02;+50 05 26.6; 8; -3.8; 1.2;  2.2; 1.6;14.280; 0.670; 0;22 16 47.10;+50 05 26.6
1516;   ;22 16 46.26;+50 05 12.6; 8;  6.5; 1.6; -3.9; 0.6;14.150; 0.590; 0;22 16 46.34;+50 05 12.6
1517;264;22 16 49.85;+50 04 48.2;10;-17.9; 0.8;-10.8; 0.6;12.250; 0.800; 0;22 16 49.93;+50 04 48.2
1518;265;22 16 55.48;+50 05 23.5;10; -3.3; 0.8; -3.3; 0.7;10.460; 1.710; 0;22 16 55.56;+50 05 23.5
1519;   ;22 16 53.71;+50 06 17.0;10; -1.0; 0.9;  0.9; 0.9;11.950; 1.790;20;22 16 53.79;+50 06 17.0
1520;   ;22 16 55.75;+50 07 10.6; 9; -1.0; 0.7;  1.2; 1.0;13.980; 0.110;13;22 16 55.83;+50 07 10.6
1521;   ;22 16 50.22;+50 07 29.9; 6; -9.8; 1.8; -2.7; 1.2;14.590; 0.660; 0;22 16 50.30;+50 07 29.9
1522;   ;22 16 54.97;+50 07 37.5;10;  6.4; 1.1;  2.6; 0.8;13.450; 0.550; 1;22 16 55.05;+50 07 37.5
1523;   ;22 17 01.57;+50 08 12.0; 8; -5.7; 0.7; -3.9; 1.0;13.980; 0.700; 0;22 17 01.65;+50 08 12.0
1524;   ;22 17 03.78;+50 07 41.5; 8; -3.2; 1.0; -1.6; 1.4;13.770; 1.180; 0;22 17 03.86;+50 07 41.5
1525;   ;22 17 08.28;+50 04 43.7; 6;  9.6; 2.7; -4.2; 1.5;13.800; 1.150; 0;22 17 08.36;+50 04 43.7
1526;272;22 17 11.53;+50 05 09.5; 7; 32.5; 0.7; 13.4; 2.2;14.100; 1.020; 0;22 17 11.61;+50 05 09.5
1527;   ;22 17 22.31;+50 04 42.5;10; -3.2; 0.6; -0.6; 0.7;12.390; 0.160; 0;22 17 22.39;+50 04 42.5
1528;   ;22 17 24.41;+50 05 59.1; 7; -1.4; 2.0;  0.8; 0.7;13.630; 1.390; 8;22 17 24.49;+50 05 59.1
1529;   ;22 17 24.77;+50 06 25.5; 7; -5.6; 1.8; -5.6; 1.8;13.740; 0.940; 0;22 17 24.85;+50 06 25.5
1530;   ;22 17 21.41;+50 07 16.6; 7;  4.1; 1.7;  5.6; 1.3;13.620; 1.630; 0;22 17 21.49;+50 07 16.6
1531;   ;22 17 14.96;+50 09 28.0; 6; -0.4; 2.1;  3.0; 1.1;13.950; 1.000; 5;22 17 15.04;+50 09 28.0
1532;270;22 17 17.59;+50 09 19.9;10; 32.6; 0.9; -4.8; 0.5;11.790; 0.950; 0;22 17 17.67;+50 09 19.9
1533;274;22 17 25.74;+50 08 57.2;10; -1.1; 0.7; -2.2; 0.5;12.210; 0.750; 3;22 17 25.82;+50 08 57.2
1534;273;22 17 23.86;+50 08 20.9; 9; -0.3; 1.1;  9.8; 0.5;11.740; 1.090; 0;22 17 23.94;+50 08 20.9
1535;   ;22 17 25.48;+50 08 25.0;  ;     ;    ;     ;    ;14.300; 0.890;  ;22 17 25.56;+50 08 25.0
1536;   ;22 17 27.37;+50 08 27.8;  ;     ;    ;     ;    ;15.270; 0.530;  ;22 17 27.45;+50 08 27.8
1537;   ;22 17 27.20;+50 08 14.1;  ;     ;    ;     ;    ;13.150; 1.760;  ;22 17 27.28;+50 08 14.1
1538;   ;22 17 29.84;+50 08 07.3; 8;  4.5; 1.1;  3.0; 1.0;13.000; 1.630;24;22 17 29.92;+50 08 07.3
1539;   ;22 17 32.15;+50 07 20.1; 8;-10.2; 1.1; -1.8; 0.7;14.640; 0.730; 0;22 17 32.23;+50 07 20.1
1540;276;22 17 29.83;+50 06 56.1;10; -4.3; 1.1; -1.6; 0.9;13.280; 0.360; 0;22 17 29.91;+50 06 56.1
1541;   ;22 17 28.37;+50 06 24.5;  ;     ;    ;     ;    ;14.690; 0.590;  ;22 17 28.45;+50 06 24.5
1542;278;22 17 30.65;+50 06 15.6;10;  4.5; 1.0; -2.7; 0.5;12.080; 0.740;29;22 17 30.73;+50 06 15.6
1543;   ;22 17 31.73;+50 06 12.7;  ;     ;    ;     ;    ;12.940; 1.610;  ;22 17 31.81;+50 06 12.7
1544;279;22 17 35.75;+50 05 51.2;10;  0.3; 1.3; -1.7; 0.9;12.440; 1.120;63;22 17 35.83;+50 05 51.2
1545;   ;22 17 42.41;+50 04 33.4;10;  1.4; 1.3; -2.4; 1.0;14.290; 0.650;69;22 17 42.49;+50 04 33.4
1546;   ;22 17 45.19;+50 04 38.0; 7; -3.8; 2.0; -3.8; 2.0;14.610; 0.570; 0;22 17 45.27;+50 04 38.0
1547;281;22 17 49.15;+50 05 25.1;10;  0.0; 0.8; -6.0; 0.7;12.770; 0.570; 0;22 17 49.23;+50 05 25.1
1548;   ;22 17 49.49;+50 07 15.1; 6; -3.4; 1.3;  2.4; 1.3;14.710; 0.620; 0;22 17 49.57;+50 07 15.1
1549;283;22 18 03.39;+50 06 05.2;10;  0.3; 0.5;  1.2; 0.6;10.640;-0.090;80;22 18 03.47;+50 06 05.2
1550;   ;22 18 03.25;+50 06 34.1; 9; -2.9; 1.8;  1.6; 1.5;14.500; 0.260; 0;22 18 03.33;+50 06 34.1
1551;   ;22 18 05.66;+50 06 34.0; 9; -0.4; 1.1;  1.7; 1.2;15.180; 0.390;36;22 18 05.74;+50 06 34.0
1552;   ;22 18 10.14;+50 07 51.2;10; -2.1; 0.5; -1.4; 0.8;13.910; 0.570; 0;22 18 10.22;+50 07 51.2
1553;284;22 18 12.33;+50 08 22.2; 9;  5.5; 1.3; -8.0; 0.7;12.880; 0.660; 0;22 18 12.41;+50 08 22.2
1554;   ;22 18 19.32;+50 09 19.1; 8; -2.0; 0.9;  3.4; 0.6;13.290; 0.720; 0;22 18 19.40;+50 09 19.1
1555;   ;22 18 41.15;+50 05 40.1;10;  7.5; 0.5;-11.9; 1.3;13.340; 0.830; 0;22 18 41.23;+50 05 40.1
1556;   ;22 18 36.38;+50 07 30.2; 9; -3.9; 0.9;  1.2; 1.0;13.180; 0.840; 0;22 18 36.46;+50 07 30.2
1557;   ;22 18 38.61;+50 07 40.7;  ;     ;    ;     ;    ;12.940; 0.770;  ;22 18 38.69;+50 07 40.7
1558;   ;22 18 40.66;+50 07 38.7;  ;     ;    ;     ;    ;14.750; 0.600;  ;22 18 40.74;+50 07 38.7
1559;   ;22 18 44.94;+50 07 16.9;10;  1.3; 0.6;  2.7; 0.6;13.260; 0.660;63;22 18 45.02;+50 07 16.9
1560;   ;22 18 35.04;+50 08 56.6;10;-10.2; 1.2; 18.0; 1.5;13.350; 1.010; 0;22 18 35.12;+50 08 56.6
1561;   ;22 18 37.04;+50 09 11.2;  ;     ;    ;     ;    ;14.020; 0.900;  ;22 18 37.12;+50 09 11.2
1562;288;22 18 40.12;+50 10 20.7;10; -1.6; 1.2;  1.4; 0.9;12.100; 1.210; 2;22 18 40.20;+50 10 20.7
1563;288;22 18 38.89;+50 10 23.2;  ;     ;    ;     ;    ;12.220; 1.540;  ;22 18 38.97;+50 10 23.2
1564;287;22 18 34.05;+50 10 00.2;10; 45.7; 1.3; -3.0; 0.7;12.190; 0.790; 0;22 18 34.13;+50 10 00.2
1565;   ;22 18 33.64;+50 10 23.7;10; -6.0; 1.0; -5.0; 0.9;12.040; 1.470; 0;22 18 33.72;+50 10 23.7
1566;   ;22 18 40.19;+50 12 03.0;10; -7.1; 1.0; -5.4; 0.6;12.370; 1.180; 0;22 18 40.27;+50 12 03.0
1567;   ;22 18 39.97;+50 13 18.2; 7;  1.6; 0.9;  7.2; 1.3;13.710; 0.870; 0;22 18 40.05;+50 13 18.2
1568;   ;22 18 40.84;+50 13 35.0; 9; -4.6; 1.6; -6.6; 1.5;14.140; 0.670; 0;22 18 40.92;+50 13 35.0
1569;   ;22 18 38.17;+50 13 44.1; 9; -3.1; 1.5; -1.4; 1.4;13.030; 1.320; 0;22 18 38.25;+50 13 44.1
1570;166;22 18 34.87;+50 13 00.7;10; -4.0; 1.2; -2.0; 1.2;12.670; 0.620; 0;22 18 34.95;+50 13 00.7
1571;   ;22 18 26.57;+50 12 01.6;  ;     ;    ;     ;    ;14.770; 0.580;  ;22 18 26.65;+50 12 01.6
1572;   ;22 18 29.57;+50 10 46.1; 8; -2.7; 0.8; 17.3; 1.3;14.490; 0.750; 0;22 18 29.65;+50 10 46.1
1573;   ;22 18 24.97;+50 10 48.0;  ;     ;    ;     ;    ;14.200; 0.830;  ;22 18 25.05;+50 10 48.0
1574;   ;22 18 18.27;+50 09 44.9; 9; -0.1; 1.2; -1.7; 1.7;13.990; 1.380;46;22 18 18.35;+50 09 44.9
1575;   ;22 18 16.79;+50 10 11.8; 8;-11.5; 1.6; -4.7; 0.8;14.520; 0.690; 0;22 18 16.87;+50 10 11.8
1576;   ;22 18 18.67;+50 13 38.5; 7; -2.6; 1.1; -1.2; 2.2;14.410; 0.710; 0;22 18 18.75;+50 13 38.5
1577;   ;22 18 14.76;+50 13 09.5;  ;     ;    ;     ;    ;14.190; 0.910;  ;22 18 14.84;+50 13 09.5
1578;   ;22 18 09.03;+50 14 12.6; 6;  9.6; 2.3;  1.0; 1.5;14.980; 0.440; 0;22 18 09.11;+50 14 12.6
1579;   ;22 18 08.60;+50 13 43.8;10; -2.0; 0.9; -3.7; 0.9;13.910; 0.500; 0;22 18 08.68;+50 13 43.8
1580;   ;22 18 04.61;+50 11 22.5;10; -0.5; 0.9;  2.2; 0.9;13.430; 0.600;16;22 18 04.69;+50 11 22.5
1581;   ;22 18 08.98;+50 09 50.7; 8; 10.0; 1.8;-19.0; 1.6;13.470; 0.900; 0;22 18 09.06;+50 09 50.7
1582;282;22 17 58.82;+50 10 12.6;10; 19.5; 1.6; -0.1; 0.6;10.990; 0.290; 0;22 17 58.90;+50 10 12.6
1583;   ;22 17 49.52;+50 09 54.0;10;  2.1; 0.9;  4.8; 1.6;12.890; 1.270; 1;22 17 49.60;+50 09 54.0
1584;   ;22 17 50.45;+50 10 19.4; 7; -2.7; 1.9;  1.4; 1.3;14.520; 0.600; 0;22 17 50.53;+50 10 19.4
1585;   ;22 17 51.80;+50 10 33.5;  ;     ;    ;     ;    ;13.910; 1.450;  ;22 17 51.88;+50 10 33.5
1586;   ;22 17 56.16;+50 13 15.9;  ;     ;    ;     ;    ;13.510; 1.840;  ;22 17 56.24;+50 13 15.9
1587;   ;22 17 52.86;+50 12 42.4; 8;  0.0; 2.2;  0.5; 0.8;14.030; 0.520;78;22 17 52.94;+50 12 42.4
1588;   ;22 17 41.77;+50 11 50.9;  ;     ;    ;     ;    ;14.720; 0.790;  ;22 17 41.85;+50 11 50.9
1589;   ;22 17 37.45;+50 10 42.3; 6;  3.3; 1.2;  1.0; 0.6;13.560; 1.540;96;22 17 37.53;+50 10 42.3
1590;   ;22 17 35.75;+50 10 38.7; 8; -5.5; 0.7; -0.3; 1.0;12.310; 1.810; 0;22 17 35.83;+50 10 38.7
1591;277;22 17 31.30;+50 10 22.0;10; -5.9; 0.8; -1.1; 0.4;12.850; 0.240; 0;22 17 31.38;+50 10 22.0
1592;   ;22 17 28.83;+50 10 11.8; 8;-23.7; 0.5;-55.2; 1.4;13.440; 1.020; 0;22 17 28.91;+50 10 11.8
1593;   ;22 17 29.53;+50 10 50.2;10; -4.6; 1.6; -5.9; 0.5;12.980; 1.380; 0;22 17 29.61;+50 10 50.2
1594;275;22 17 27.51;+50 11 06.5;10; -0.7; 0.9; -2.2; 1.1;11.280; 0.450; 8;22 17 27.59;+50 11 06.5
1595;   ;22 17 22.17;+50 11 32.0;10; -4.1; 0.4; -5.6; 0.8;13.320; 0.590; 0;22 17 22.25;+50 11 32.0
1596;   ;22 17 20.45;+50 11 50.0; 7; -0.9; 1.8; -3.2; 2.0;14.650; 0.670; 1;22 17 20.53;+50 11 50.0
1597;   ;22 17 20.21;+50 12 53.3; 8; -2.2; 1.4; -1.5; 1.4;13.370; 1.250; 0;22 17 20.29;+50 12 53.3
1598;155;22 17 15.91;+50 14 03.7;10;-17.8; 0.7;  2.0; 0.9;10.330; 0.940; 0;22 17 15.99;+50 14 03.7
1599;   ;22 17 11.68;+50 13 55.4; 8;  4.2; 1.5; -1.0; 1.7;14.190; 0.790;91;22 17 11.76;+50 13 55.4
1600;271;22 17 20.65;+50 10 19.0;10;  0.9; 0.5;  0.9; 0.6;13.310; 0.560;93;22 17 20.73;+50 10 19.0
1601;   ;22 17 15.11;+50 09 53.4; 9; -2.4; 1.4; -1.9; 0.5;12.300; 1.580; 0;22 17 15.19;+50 09 53.4
1602;268;22 17 06.64;+50 10 36.1;10;  4.3; 0.8; -5.2; 0.7;12.600; 0.720; 0;22 17 06.72;+50 10 36.1
1603;269;22 17 09.03;+50 10 46.3;10;  5.1; 0.8; -7.8; 0.7;12.270; 1.280; 0;22 17 09.11;+50 10 46.3
1604;   ;22 17 10.53;+50 11 34.7; 8;-12.4; 1.6;  0.9; 1.5;12.810; 1.680; 0;22 17 10.61;+50 11 34.7
1605;   ;22 17 07.55;+50 11 46.9;10; -6.6; 1.2; -3.0; 0.7;13.590; 0.380; 0;22 17 07.63;+50 11 46.9
