#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:19:44 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:19:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/159/246/table3&-order=I&-out=WOCS&-out=Xpos&-out=Ypos&-out=RAJ2000&-out=DEJ2000&-out=Umag&-out=Bmag&-out=Vmag&-out=Rmag&-out=Imag&-out=NU&-out=NB&-out=NV&-out=NR&-out=NI&-out=U-B&-out=U-V&-out=U-R&-out=U-I&-out=B-V&-out=B-R&-out=B-I&-out=V-R&-out=V-I&-out=R-I&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51590246
#Name: J/AJ/159/246
#Title: WIYN open cluster study. LXXX. Photometry of NGC 7142 (Sun+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/246	    IVOID of underlying data collection
#INFO	creator=Sun Q.	    First author or institution
#INFO	cites=bibcode:2020AJ....159..246S	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/246	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51590246	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_159_246_table3:
#Name: J/AJ/159/246/table3
#Title: Photometry for stars in NGC 7142
#Column	WOCS	(I6)	[1001/429028] WOCS identifier (1)	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.3)	[-74/4099] X coordinate	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	[2/4112] Y coordinate	[ucd=pos.cartesian.y;instr.det]
#Column	RAJ2000	(A11)	[21] Hour of right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	[65/66] Degree of declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Umag	(F6.3)	[10.6/20.4]? U magnitude ({lambda}~360nm)	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	[10.6/22]? B magnitude ({lambda}~450nm)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	[10/21.8] V magnitude ({lamba}~555nm)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	[9.2/20.7]? R magnitude ({lambda}~660nm)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F6.3)	[8.5/19.9]? I magnitude ({lambda}~0.87{mu}m)	[ucd=phot.mag;em.opt.I]
#Column	NU	(I2)	[0/10] Number of observation for U band	[ucd=meta.number]
#Column	NB	(I2)	[0/13] Number of observation for B band	[ucd=meta.number]
#Column	NV	(I2)	[1/13] Number of observation for V band	[ucd=meta.number]
#Column	NR	(I2)	[0/13] Number of observation for R band	[ucd=meta.number]
#Column	NI	(I2)	[0/13] Number of observation for I band	[ucd=meta.number]
#Column	U-B	(F6.3)	[-0.15/2.47]? U-B color	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	U-V	(F6.3)	[-0.09/4.61]? U-V color	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	U-R	(F6.3)	[0.37/6.02]? U-R color	[ucd=phot.mag]
#Column	U-I	(F6.3)	[0.54/7.53]? U-I color	[ucd=phot.mag]
#Column	B-V	(F6.3)	[0.06/2.23]? B-V color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	B-R	(F6.3)	[0.26/3.97]? B-R color	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	B-I	(F6.3)	[0.43/5.87]? B-I color	[ucd=phot.color;em.opt.B;em.opt.I]
#Column	V-R	(F6.3)	[0.07/4.01]? V-R color	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	[0.24/6.84]? V-I color	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	R-I	(F6.3)	[0.09/2.84]? R-I color	[ucd=phot.color;em.opt.R;em.opt.I]
WOCS;Xpos;Ypos;RAJ2000;DEJ2000;Umag;Bmag;Vmag;Rmag;Imag;NU;NB;NV;NR;NI;U-B;U-V;U-R;U-I;B-V;B-R;B-I;V-R;V-I;R-I
213729;3208.529; 506.749;21 46 31.55;+65 35 26.4;      ;20.536;19.153;18.255;17.476; 0; 2; 4; 6; 4;      ;      ;      ;      ; 1.383; 2.281; 3.060; 0.898; 1.677; 0.779
214729;3903.636;1493.962;21 47 20.91;+65 42 19.3;      ;20.292;19.153;18.489;17.835; 0; 1; 3; 5; 5;      ;      ;      ;      ; 1.139; 1.803; 2.457; 0.664; 1.319; 0.654
 76005;2288.851;2257.441;21 45 30.54;+65 47 58.3;      ;20.509;19.155;18.381;17.640; 0; 1; 2; 4; 6;      ;      ;      ;      ; 1.354; 2.128; 2.869; 0.774; 1.515; 0.741
 96007;1622.541;2339.489;21 44 44.52;+65 48 37.6;      ;20.003;19.156;18.587;17.993; 0; 1; 3; 4; 4;      ;      ;      ;      ; 0.847; 1.416; 2.010; 0.569; 1.163; 0.594
 97007;1858.810;2459.905;21 45 01.00;+65 49 27.4;      ;20.411;19.156;18.372;17.778; 0; 1; 2; 1; 1;      ;      ;      ;      ; 1.255; 2.039; 2.634; 0.784; 1.379; 0.594
166022;2815.940; 848.176;21 46 05.09;+65 37 54.9;      ;20.094;19.156;18.585;18.010; 0; 1; 2; 5; 6;      ;      ;      ;      ; 0.938; 1.508; 2.084; 0.570; 1.145; 0.575
127017;3161.068;2149.358;21 46 30.72;+65 47 05.2;      ;20.074;19.158;18.580;18.026; 0; 3; 2; 4; 3;      ;      ;      ;      ; 0.916; 1.493; 2.047; 0.578; 1.132; 0.554
179028;1903.488; 114.833;21 45 01.60;+65 32 49.4;      ;      ;19.158;18.018;16.833; 0; 0; 3; 5; 9;      ;      ;      ;      ;      ;      ;      ; 1.140; 2.325; 1.185
180028;  92.792;1994.680;21 42 58.42;+65 46 17.8;      ;      ;19.158;18.515;17.892; 0; 0; 4; 5; 4;      ;      ;      ;      ;      ;      ;      ; 0.643; 1.266; 0.623
196730;1373.037; 100.838;21 44 25.21;+65 32 46.3;      ;20.161;19.158;18.553;17.944; 0; 1; 2; 4; 4;      ;      ;      ;      ; 1.003; 1.608; 2.217; 0.605; 1.214; 0.609
140018;2016.533; 834.534;21 45 10.13;+65 37 54.9;      ;20.036;19.159;18.597;18.041; 0; 1; 4; 5; 2;      ;      ;      ;      ; 0.877; 1.439; 1.996; 0.562; 1.118; 0.556
151020;1852.197; 677.987;21 44 58.67;+65 36 49.3;      ;20.213;19.159;18.511;17.845; 0; 2; 1; 4; 3;      ;      ;      ;      ; 1.054; 1.702; 2.368; 0.648; 1.314; 0.666
171025;2325.179;3771.913;21 45 34.89;+65 58 42.2;      ;20.264;19.159;18.451;17.763; 0; 1; 3; 4; 4;      ;      ;      ;      ; 1.105; 1.812; 2.501; 0.708; 1.397; 0.689
168023; 679.576;2892.747;21 43 39.64;+65 52 37.7;      ;      ;19.160;17.861;16.318; 0; 0; 4; 5; 7;      ;      ;      ;      ;      ;      ;      ; 1.299; 2.842; 1.543
111733; 240.680; 664.442;21 43 07.84;+65 36 50.9;      ;20.428;19.161;18.383;17.623; 0; 1; 4; 5; 4;      ;      ;      ;      ; 1.267; 2.045; 2.805; 0.778; 1.538; 0.760
169023; 997.021; 884.297;21 44 00.04;+65 38 21.7;      ;20.005;19.161;      ;      ; 0; 2; 2; 0; 0;      ;      ;      ;      ; 0.844;      ;      ;      ;      ;
181028;2103.665; 182.277;21 45 15.39;+65 33 16.8;      ;20.205;19.161;18.513;17.928; 0; 2; 2; 4; 4;      ;      ;      ;      ; 1.044; 1.692; 2.277; 0.648; 1.233; 0.585
 65004;1832.499;2218.324;21 44 58.92;+65 47 44.8;      ;20.097;19.162;18.568;18.012; 0; 2; 4; 4; 2;      ;      ;      ;      ; 0.935; 1.528; 2.084; 0.593; 1.149; 0.556
112733; 275.081; 568.862;21 43 10.15;+65 36 10.1;      ;20.367;19.162;18.420;17.744; 0; 2; 3; 2; 3;      ;      ;      ;      ; 1.205; 1.947; 2.623; 0.742; 1.418; 0.676
141018;3226.590;1936.221;21 46 34.93;+65 45 33.9;      ;20.273;19.162;18.490;17.854; 0; 4; 3; 4; 5;      ;      ;      ;      ; 1.111; 1.783; 2.419; 0.672; 1.308; 0.636
197730; 383.288;3312.414;21 43 19.35;+65 55 37.2;      ;20.698;19.162;18.222;17.284; 0; 1; 4; 4; 3;      ;      ;      ;      ; 1.536; 2.475; 3.414; 0.940; 1.879; 0.939
105011;2259.575;1404.910;21 45 27.51;+65 41 55.9;      ;20.030;19.163;18.657;18.055; 0; 2; 5; 4; 3;      ;      ;      ;      ; 0.867; 1.373; 1.975; 0.507; 1.108; 0.601
106011;1922.177;2778.956;21 45 05.73;+65 51 42.6;      ;20.246;19.163;18.496;17.836; 0; 2; 4; 5; 5;      ;      ;      ;      ; 1.083; 1.750; 2.410; 0.667; 1.327; 0.660
110732;3943.873;1058.967;21 47 22.92;+65 39 14.1;      ;20.435;19.163;18.393;17.677; 0; 1; 4; 5; 5;      ;      ;      ;      ; 1.272; 2.042; 2.758; 0.770; 1.486; 0.716
103014;2436.778;1213.005;21 45 39.48;+65 40 32.9;      ;20.313;19.164;18.512;17.802; 0; 3; 4; 5; 4;      ;      ;      ;      ; 1.149; 1.802; 2.511; 0.652; 1.362; 0.710
 77009;2475.834;2439.096;21 45 43.70;+65 49 14.1;      ;20.560;19.165;18.303;17.547; 0; 2; 3; 4; 5;      ;      ;      ;      ; 1.395; 2.257; 3.013; 0.862; 1.618; 0.756
 78009;1647.879;2542.804;21 44 46.47;+65 50 03.9;      ;20.109;19.165;18.578;17.937; 0; 1; 2; 5; 3;      ;      ;      ;      ; 0.943; 1.530; 2.172; 0.587; 1.228; 0.641
 79009;1666.163;2584.877;21 44 47.78;+65 50 21.7;      ;20.307;19.165;18.532;17.925; 0; 2; 4; 5; 4;      ;      ;      ;      ; 1.142; 1.775; 2.382; 0.634; 1.240; 0.607
215729;2560.488; 155.854;21 45 46.66;+65 33 02.5;      ;20.059;19.167;18.600;18.035; 0; 1; 4; 5; 5;      ;      ;      ;      ; 0.892; 1.459; 2.024; 0.566; 1.132; 0.566
 63006;1786.847;2406.575;21 44 55.96;+65 49 05.1;      ;20.633;19.168;18.250;17.416; 0; 1; 3; 3; 3;      ;      ;      ;      ; 1.465; 2.383; 3.217; 0.918; 1.752; 0.834
104014;2906.722;1862.185;21 46 12.73;+65 45 05.3;      ;20.145;19.168;18.601;18.009; 0; 3; 2; 4; 5;      ;      ;      ;      ; 0.978; 1.544; 2.136; 0.566; 1.159; 0.592
169024;2174.604; 441.671;21 45 20.55;+65 35 06.7;      ;20.282;19.168;18.501;17.891; 0; 1; 4; 5; 5;      ;      ;      ;      ; 1.114; 1.781; 2.391; 0.667; 1.277; 0.610
167022;2567.844; 656.846;21 45 47.80;+65 36 35.4;      ;20.448;19.169;18.414;17.731; 0; 2; 4; 4; 3;      ;      ;      ;      ; 1.279; 2.034; 2.718; 0.755; 1.438; 0.683
168022;2655.748; 702.746;21 45 53.89;+65 36 54.3;      ;20.201;19.169;18.580;17.993; 0; 2; 2; 4; 3;      ;      ;      ;      ; 1.032; 1.621; 2.208; 0.589; 1.176; 0.588
113733;3611.644;3636.771;21 47 04.33;+65 57 33.7;      ;20.163;19.170;18.607;18.008; 0; 1; 3; 4; 4;      ;      ;      ;      ; 0.993; 1.555; 2.155; 0.563; 1.162; 0.599
125731;3170.154; 301.344;21 46 28.62;+65 33 59.5;      ;20.319;19.170;18.475;17.820; 0; 1; 4; 5; 3;      ;      ;      ;      ; 1.149; 1.844; 2.499; 0.695; 1.350; 0.655
169022; 551.780;2413.999;21 43 30.44;+65 49 14.6;      ;20.327;19.170;18.526;17.828; 0; 1; 4; 6; 3;      ;      ;      ;      ; 1.157; 1.801; 2.499; 0.644; 1.342; 0.698
216729;2534.314;3996.471;21 45 49.76;+66 00 16.1;      ;20.289;19.170;18.478;17.738; 0; 1; 3; 6; 3;      ;      ;      ;      ; 1.119; 1.811; 2.551; 0.692; 1.431; 0.740
 64006;2066.384;2460.990;21 45 15.38;+65 49 26.4;      ;20.197;19.171;18.639;17.992; 0; 1; 1; 3; 5;      ;      ;      ;      ; 1.026; 1.558; 2.205; 0.532; 1.179; 0.647
 94013;1507.408;1319.746;21 44 35.58;+65 41 24.5;      ;20.340;19.171;18.490;17.802; 0; 2; 1; 4; 5;      ;      ;      ;      ; 1.170; 1.850; 2.538; 0.680; 1.368; 0.688
182028;3933.569;1837.726;21 47 23.57;+65 44 45.1;      ;20.482;19.171;18.351;17.605; 0; 2; 2; 5; 4;      ;      ;      ;      ; 1.311; 2.131; 2.877; 0.820; 1.566; 0.746
170022;3499.277;2078.875;21 46 53.99;+65 46 32.0;      ;20.677;19.172;18.194;17.299; 0; 1; 3; 3; 5;      ;      ;      ;      ; 1.505; 2.483; 3.377; 0.978; 1.873; 0.894
173026; 833.403; 731.139;21 43 48.67;+65 37 17.2;      ;20.100;19.172;18.599;17.993; 0; 3; 4; 4; 5;      ;      ;      ;      ; 0.929; 1.501; 2.107; 0.572; 1.179; 0.606
198730;3764.071;1013.247;21 47 10.48;+65 38 56.5;      ;20.240;19.172;18.517;17.860; 0; 2; 3; 4; 2;      ;      ;      ;      ; 1.068; 1.723; 2.381; 0.655; 1.313; 0.657
 77008;2514.470;2015.466;21 45 45.84;+65 46 13.7;      ;20.777;19.174;18.236;17.397; 0; 1; 3; 5; 4;      ;      ;      ;      ; 1.603; 2.541; 3.381; 0.938; 1.778; 0.840
142018;1392.976; 976.082;21 44 27.38;+65 38 58.8;      ;20.456;19.174;18.433;17.745; 0; 1; 3; 2; 3;      ;      ;      ;      ; 1.283; 2.024; 2.711; 0.741; 1.428; 0.687
152020;1396.749;3319.719;21 44 29.80;+65 55 35.8;      ;20.271;19.175;18.420;17.710; 0; 1; 3; 4; 2;      ;      ;      ;      ; 1.096; 1.851; 2.560; 0.755; 1.464; 0.710
131021; 684.613;1428.086;21 43 38.93;+65 42 14.6;      ;20.094;19.176;18.583;18.037; 0; 2; 3; 4; 2;      ;      ;      ;      ; 0.918; 1.510; 2.057; 0.593; 1.139; 0.547
174026; 552.100;3132.676;21 43 30.96;+65 54 20.2;      ;20.536;19.177;18.380;17.595; 0; 3; 4; 4; 4;      ;      ;      ;      ; 1.359; 2.156; 2.941; 0.797; 1.582; 0.785
217729;1806.319;4067.970;21 44 59.06;+66 00 51.5;      ;20.214;19.177;18.468;17.777; 0; 2; 4; 4; 2;      ;      ;      ;      ; 1.037; 1.746; 2.437; 0.709; 1.400; 0.692
143018; 973.347;1360.346;21 43 58.79;+65 41 44.5;      ;20.174;19.178;18.615;18.026; 0; 1; 2; 4; 4;      ;      ;      ;      ; 0.996; 1.559; 2.148; 0.563; 1.153; 0.590
175026;2458.326; 357.148;21 45 39.91;+65 34 28.8;      ;20.167;19.178;18.574;17.969; 0; 2; 5; 6; 4;      ;      ;      ;      ; 0.988; 1.593; 2.197; 0.605; 1.209; 0.604
 86012;2713.777;2436.331;21 46 00.18;+65 49 11.1;      ;20.447;19.179;      ;17.727; 0; 1; 2; 0; 2;      ;      ;      ;      ; 1.268;      ; 2.719;      ; 1.452;
126731;1453.955;  28.313;21 44 30.70;+65 32 15.0;      ;      ;19.179;18.535;17.888; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.644; 1.290; 0.647
166027; 355.314;1287.466;21 43 16.12;+65 41 15.9;      ;20.273;19.179;18.481;17.789; 0; 2; 4; 4; 3;      ;      ;      ;      ; 1.095; 1.792; 2.484; 0.697; 1.389; 0.692
170024;3503.825;2731.195;21 46 55.35;+65 51 09.4;      ;20.203;19.180;18.530;17.848; 0; 1; 4; 4; 2;      ;      ;      ;      ; 1.022; 1.673; 2.354; 0.650; 1.332; 0.681
176026;2787.033; 485.574;21 46 02.62;+65 35 20.9;      ;20.405;19.180;18.447;17.773; 0; 1; 5; 6; 4;      ;      ;      ;      ; 1.225; 1.959; 2.632; 0.734; 1.407; 0.673
171022;2692.014;3416.214;21 45 59.98;+65 56 08.1;      ;20.487;19.181;18.298;17.439; 0; 1; 2; 3; 5;      ;      ;      ;      ; 1.306; 2.189; 3.048; 0.883; 1.742; 0.859
183028;1194.067; 343.052;21 44 13.14;+65 34 30.3;      ;20.459;19.181;18.463;17.799; 0; 2; 5; 5; 3;      ;      ;      ;      ; 1.278; 1.996; 2.660; 0.717; 1.382; 0.665
184028;3494.807;3298.650;21 46 55.64;+65 55 11.0;      ;20.190;19.182;18.558;17.976; 0; 2; 4; 4; 2;      ;      ;      ;      ; 1.009; 1.633; 2.214; 0.624; 1.206; 0.582
 80009;2559.032;1943.382;21 45 48.83;+65 45 42.6;      ;20.275;19.183;18.581;17.970; 0; 2; 3; 4; 3;      ;      ;      ;      ; 1.093; 1.695; 2.306; 0.602; 1.213; 0.611
105014;2489.524;1257.499;21 45 43.17;+65 40 51.5;      ;20.068;19.183;18.640;18.053; 0; 2; 3; 6; 5;      ;      ;      ;      ; 0.885; 1.428; 2.014; 0.543; 1.130; 0.587
172025;3470.318;2869.646;21 46 53.25;+65 52 08.7;      ;      ;19.183;18.306;17.520; 0; 0; 2; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.877; 1.663; 0.786
173025; 767.890; 911.767;21 43 44.29;+65 38 34.4;      ;20.474;19.184;18.421;17.726; 0; 3; 2; 4; 6;      ;      ;      ;      ; 1.290; 2.053; 2.748; 0.763; 1.458; 0.695
177026;3788.683;2119.373;21 47 14.05;+65 46 46.4;      ;20.406;19.184;18.447;17.740; 0; 2; 4; 4; 5;      ;      ;      ;      ; 1.222; 1.960; 2.666; 0.738; 1.444; 0.707
107011;2246.439;1369.097;21 45 26.56;+65 41 40.7;      ;      ;19.185;18.696;18.179; 0; 0; 2; 1; 2;      ;      ;      ;      ;      ;      ;      ; 0.490; 1.006; 0.516
153020;2973.288;1148.540;21 46 16.32;+65 40 01.3;      ;20.648;19.185;18.346;17.564; 0; 1; 3; 6; 4;      ;      ;      ;      ; 1.463; 2.302; 3.084; 0.839; 1.621; 0.783
185028;2471.105;3934.001;21 45 45.27;+65 59 50.0;      ;      ;19.186;18.479;17.769; 0; 0; 1; 4; 5;      ;      ;      ;      ;      ;      ;      ; 0.706; 1.417; 0.711
218729;  -1.114;2282.287;21 42 52.08;+65 48 20.5;      ;20.220;19.187;18.563;17.909; 0; 1; 3; 4; 3;      ;      ;      ;      ; 1.033; 1.657; 2.311; 0.624; 1.278; 0.654
219729;3737.827;2988.948;21 47 12.01;+65 52 56.8;      ;20.307;19.187;18.566;17.924; 0; 1; 4; 4; 3;      ;      ;      ;      ; 1.121; 1.742; 2.383; 0.621; 1.263; 0.642
167027; 702.435; 718.881;21 43 39.65;+65 37 12.5;      ;20.272;19.188;18.558;17.942; 0; 1; 4; 4; 4;      ;      ;      ;      ; 1.084; 1.714; 2.330; 0.630; 1.246; 0.616
220729; 706.409; 586.433;21 43 39.83;+65 36 16.1;      ;20.240;19.188;18.534;17.906; 0; 2; 6; 4; 3;      ;      ;      ;      ; 1.052; 1.706; 2.334; 0.654; 1.282; 0.628
 78008;2305.515;2452.690;21 45 31.93;+65 49 21.2;      ;20.254;19.189;18.553;17.934; 0; 2; 3; 4; 2;      ;      ;      ;      ; 1.065; 1.702; 2.321; 0.636; 1.256; 0.619
 81009;1471.584;2375.785;21 44 34.10;+65 48 53.9;      ;20.550;19.189;18.427;17.654; 0; 1; 4; 4; 4;      ;      ;      ;      ; 1.362; 2.123; 2.897; 0.762; 1.535; 0.773
106014;2133.363;2970.476;21 45 20.60;+65 53 02.7;      ;20.072;19.189;18.614;18.041; 0; 1; 4; 5; 4;      ;      ;      ;      ; 0.883; 1.457; 2.030; 0.575; 1.148; 0.573
114733;3145.671;  92.391;21 46 26.64;+65 32 30.9;      ;20.115;19.189;18.610;18.070; 0; 1; 3; 3; 1;      ;      ;      ;      ; 0.926; 1.505; 2.045; 0.579; 1.119; 0.541
128017;2002.802; 880.499;21 45 09.24;+65 38 14.5;      ;20.067;19.189;18.654;18.031; 0; 1; 5; 4; 2;      ;      ;      ;      ; 0.878; 1.413; 2.037; 0.535; 1.158; 0.623
 10001;1993.997;2042.227;21 45 09.90;+65 46 28.8;      ;20.298;19.190;18.560;17.890; 0; 1; 2; 4; 3;      ;      ;      ;      ; 1.108; 1.738; 2.408; 0.630; 1.300; 0.670
124016;1335.229;2913.720;21 44 25.15;+65 52 43.5;      ;      ;19.190;18.640;18.115; 0; 0; 3; 6; 1;      ;      ;      ;      ;      ;      ;      ; 0.550; 1.075; 0.525
 20740; -64.276; 211.971;21 42 46.62;+65 33 38.8;      ;20.192;19.191;18.622;      ; 0; 1; 1; 1; 0;      ;      ;      ;      ; 1.001; 1.570;      ; 0.569;      ;
174025;2250.880; 383.370;21 45 25.71;+65 34 41.4;      ;      ;19.192;18.503;17.826; 0; 0; 3; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.689; 1.366; 0.677
 71735; 531.733; 178.491;21 43 27.54;+65 33 22.9;      ;20.029;19.193;18.622;18.023; 0; 3; 4; 3; 3;      ;      ;      ;      ; 0.836; 1.407; 2.006; 0.571; 1.170; 0.599
129019;2947.306;1144.042;21 46 14.53;+65 39 59.6;      ;20.141;19.193;18.660;18.037; 0; 3; 4; 4; 4;      ;      ;      ;      ; 0.948; 1.481; 2.104; 0.533; 1.157; 0.623
107014;1085.171;2061.414;21 44 07.09;+65 46 42.3;      ;20.381;19.194;18.514;17.859; 0; 3; 3; 5; 4;      ;      ;      ;      ; 1.187; 1.867; 2.522; 0.680; 1.336; 0.656
113015;2997.423;2163.961;21 46 19.43;+65 47 12.8;      ;20.510;19.195;18.444;17.735; 0; 1; 2; 4; 3;      ;      ;      ;      ; 1.315; 2.066; 2.775; 0.751; 1.460; 0.709
108014;2915.172;1735.230;21 46 13.14;+65 44 11.2;      ;20.547;19.196;18.294;17.477; 0; 1; 3; 5; 7;      ;      ;      ;      ; 1.351; 2.253; 3.070; 0.902; 1.719; 0.817
144018;1070.190;1283.866;21 44 05.41;+65 41 11.5;      ;20.258;19.196;18.553;17.925; 0; 1; 4; 4; 4;      ;      ;      ;      ; 1.062; 1.705; 2.333; 0.643; 1.271; 0.627
172022;1461.175; 668.608;21 44 31.78;+65 36 47.6;      ;20.356;19.196;18.528;17.916; 0; 2; 4; 5; 3;      ;      ;      ;      ; 1.160; 1.828; 2.440; 0.668; 1.280; 0.612
175025;3692.556;1899.659;21 47 07.04;+65 45 13.9;      ;20.182;19.196;18.619;18.017; 0; 2; 2; 5; 3;      ;      ;      ;      ; 0.986; 1.563; 2.166; 0.577; 1.179; 0.602
 72735; -55.843; 808.840;21 42 47.51;+65 37 53.3;      ;20.132;19.197;18.613;      ; 0; 1; 1; 1; 0;      ;      ;      ;      ; 0.935; 1.518;      ; 0.583;      ;
170023; 726.958;2987.516;21 43 43.00;+65 53 17.8;      ;20.288;19.197;18.566;17.895; 0; 2; 4; 5; 4;      ;      ;      ;      ; 1.092; 1.723; 2.393; 0.631; 1.302; 0.671
 45737;3881.986; 358.205;21 47 17.46;+65 34 17.1;      ;20.142;19.198;18.625;18.023; 0; 1; 3; 5; 5;      ;      ;      ;      ; 0.943; 1.517; 2.119; 0.573; 1.176; 0.603
111732;3273.056;3824.506;21 46 41.03;+65 58 56.8;      ;20.365;19.199;18.511;17.871; 0; 2; 3; 4; 6;      ;      ;      ;      ; 1.166; 1.854; 2.494; 0.687; 1.327; 0.640
112732;3742.689;3448.090;21 47 13.14;+65 56 12.1;      ;20.094;19.200;18.664;18.102; 0; 1; 3; 4; 4;      ;      ;      ;      ; 0.894; 1.430; 1.992; 0.536; 1.098; 0.562
168027; 256.279;1366.802;21 43 09.34;+65 41 50.1;      ;20.310;19.200;18.564;17.924; 0; 3; 3; 5; 5;      ;      ;      ;      ; 1.110; 1.746; 2.386; 0.636; 1.276; 0.640
109014;2880.110;1657.189;21 46 10.61;+65 43 38.3;      ;20.176;19.202;18.610;17.980; 0; 3; 5; 4; 4;      ;      ;      ;      ; 0.974; 1.566; 2.196; 0.591; 1.222; 0.631
113732;3801.624; 838.553;21 47 12.77;+65 37 41.9;      ;20.367;19.202;18.524;17.843; 0; 1; 3; 4; 4;      ;      ;      ;      ; 1.165; 1.843; 2.524; 0.678; 1.359; 0.681
114015;1025.819;1824.082;21 44 02.79;+65 45 01.6;      ;20.235;19.202;18.594;18.000; 0; 2; 2; 4; 4;      ;      ;      ;      ; 1.033; 1.642; 2.235; 0.609; 1.202; 0.594
114732;2837.104;4076.118;21 46 10.99;+66 00 47.6;      ;20.263;19.202;18.549;17.864; 0; 2; 2; 5; 3;      ;      ;      ;      ; 1.061; 1.714; 2.399; 0.653; 1.339; 0.685
 95013;2108.658;2918.835;21 45 18.83;+65 52 40.9;      ;      ;19.203;18.187;17.229; 0; 0; 2; 4; 4;      ;      ;      ;      ;      ;      ;      ; 1.017; 1.974; 0.957
 87012;2786.636;2109.182;21 46 04.78;+65 46 51.3;      ;20.280;19.204;18.576;17.920; 0; 1; 4; 4; 1;      ;      ;      ;      ; 1.076; 1.704; 2.360; 0.628; 1.284; 0.656
 96013;1164.129;2214.024;21 44 12.68;+65 47 46.8;      ;20.310;19.204;18.630;17.986; 0; 1; 3; 5; 3;      ;      ;      ;      ; 1.106; 1.680; 2.324; 0.574; 1.218; 0.645
108011;1990.246;2784.530;21 45 10.46;+65 51 44.6;      ;20.405;19.204;18.486;17.819; 0; 1; 4; 5; 5;      ;      ;      ;      ; 1.202; 1.919; 2.586; 0.717; 1.385; 0.667
171024;1679.674; 487.536;21 44 46.62;+65 35 29.3;      ;20.152;19.204;18.670;18.089; 0; 3; 4; 5; 4;      ;      ;      ;      ; 0.948; 1.482; 2.063; 0.534; 1.116; 0.581
176025;3334.333; 979.279;21 46 40.90;+65 38 46.1;      ;20.196;19.204;18.624;18.048; 0; 1; 4; 4; 4;      ;      ;      ;      ; 0.991; 1.571; 2.148; 0.580; 1.156; 0.577
186028; 115.263;2027.867;21 42 59.99;+65 46 31.9;      ;20.211;19.204;18.628;17.999; 0; 1; 3; 3; 4;      ;      ;      ;      ; 1.007; 1.583; 2.212; 0.575; 1.205; 0.629
199730;1664.804;  21.437;21 44 45.14;+65 32 11.0;      ;20.119;19.204;18.647;18.079; 0; 1; 4; 6; 3;      ;      ;      ;      ; 0.915; 1.472; 2.040; 0.557; 1.125; 0.568
221729;2384.326;4002.733;21 45 39.30;+66 00 19.9;      ;20.138;19.204;18.643;18.050; 0; 2; 4; 5; 3;      ;      ;      ;      ; 0.934; 1.494; 2.088; 0.560; 1.154; 0.594
 65006;1744.716;2389.864;21 44 53.03;+65 48 58.3;      ;      ;19.205;18.144;17.218; 0; 0; 2; 5; 6;      ;      ;      ;      ;      ;      ;      ; 1.061; 1.987; 0.926
115733;3748.677;3459.659;21 47 13.57;+65 56 17.0;      ;20.206;19.205;18.638;18.072; 0; 1; 3; 4; 3;      ;      ;      ;      ; 1.001; 1.568; 2.134; 0.567; 1.133; 0.567
