#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:38:48 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:38:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/374/504/table2&-order=I&-out=No&-out=Xpos&-out=Ypos&-out=Vmag&-out=e_Vmag&-out=B-V&-out=V-I&-out=U-B&-out=e_Imag&-out=e_Bmag&-out=e_Umag&-out=chi&-out=Sharp&-out=r&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740504
#Name: J/A+A/374/504
#Title: UBVI photometry of NGC 7654 (Pandey+, 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/504	    IVOID of underlying data collection
#INFO	creator=Pandey	    First author or institution
#INFO	cites=bibcode:2001A&A...374..504P	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/504	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740504	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-05-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_504_table2:
#Name: J/A+A/374/504/table2
#Title: UBVIc photometric data of the stars in the field of NGC 7654
#Column	No	(I6)	Identification number of the stars	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Ypos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Vmag	(F6.3)	Magnitude in the V (Johnson) band	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Errors in the V (Johnson) band	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F7.3)	? B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	U-B	(F6.3)	? U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_Imag	(F6.3)	? Errors in the I (Cousins) band	[ucd=stat.error;phot.mag;em.opt.I]
#Column	e_Bmag	(F6.3)	? Errors in the B (Johnson) band	[ucd=stat.error;phot.mag;em.opt.B]
#Column	e_Umag	(F6.3)	? Errors in the U (Johnson) band	[ucd=stat.error;phot.mag;em.opt.U]
#Column	chi	(F6.3)	{chi} parameter in the V (Johnson) band (3)	[ucd=stat.error]
#Column	Sharp	(F6.3)	Sharpness parameter in the V (Johnson) band (2)	[ucd=stat.fit.param]
#Column	r	(F9.3)	Radial distance of the stars from the cluster center (X=855, Y=755)	[ucd=phys.angSize]
#Column	_RA	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (declination part)	[ucd=pos.eq.dec;meta.main]
No;Xpos;Ypos;Vmag;e_Vmag;B-V;V-I;U-B;e_Imag;e_Bmag;e_Umag;chi;Sharp;r;_RA;_DE
  7217; 1339.38;  475.85;18.774; 0.085;  2.686; 2.575;      ; 0.045; 0.171;      ; 0.460;-0.059;  559.060;350.71561;+61.45102
  7218;  783.80;  200.41;15.944; 0.010;  1.034; 1.688; 0.492; 0.052; 0.008; 0.028; 0.670; 0.081;  559.138;351.20127;+61.33811
  7219; 1318.34;  442.01;16.092; 0.010;  0.748; 1.204; 0.602; 0.027; 0.016; 0.029; 0.590;-0.045;  559.152;350.73430;+61.43702
  7220; 1074.84;  240.86;18.900; 0.105;  1.191; 1.930;-0.280; 0.046; 0.041; 0.158; 0.560; 0.645;  559.167;350.94805;+61.35419
  7221;  443.48; 1133.59;19.487; 0.136;  0.919; 1.786; 0.047; 0.074; 0.068; 0.330; 0.380; 0.377;  559.177;351.49708;+61.72737
  7222; 1024.21;  222.02;18.475; 0.067;  1.387; 1.822; 0.314; 0.041; 0.052; 0.289; 0.520; 0.285;  559.193;350.99220;+61.34651
  7223;  338.92;  970.37;18.811; 0.127;  1.086; 1.326;-0.008; 0.072; 0.049; 0.217; 0.850; 0.444;  559.216;351.58889;+61.65930
  7224;  458.39; 1149.26;18.470; 0.059;  0.913; 1.815;-0.148; 0.026; 0.033; 0.151; 0.450; 0.011;  559.227;351.48396;+61.73390
  7225;  771.96; 1308.13;14.195; 0.009;  0.693; 0.953; 0.038; 0.022; 0.025; 0.006; 1.410;-0.098;  559.329;351.20734;+61.79983
  7226;  866.81;  195.77;18.920; 0.082;  1.057; 1.675;-0.278; 0.043; 0.052; 0.166; 0.400;-0.330;  559.357;351.12915;+61.33600
  7227;  475.50;  344.07;16.863; 0.028;  1.078; 1.515; 0.423; 0.031; 0.018; 0.046; 0.980; 0.158;  559.361;351.46916;+61.39829
  7228;  350.80;  997.32;17.010; 0.020;  1.703; 2.115; 1.510; 0.029; 0.024; 0.406; 0.560;-0.027;  559.410;351.57849;+61.67054
  7229;  698.90;  217.75;19.814; 0.236;  0.751; 2.353;-0.285; 0.075; 0.070; 0.290; 0.520;-0.786;  559.468;351.27501;+61.34547
  7230;  507.19; 1193.28;19.356; 0.151;  2.451; 1.753;      ; 0.057; 0.220;      ; 0.550;-0.595;  559.518;351.44097;+61.75224
  7231;  432.98; 1122.59;19.780; 0.189;  1.809; 1.572;-1.135; 0.078; 0.167; 0.226; 0.450;-0.521;  559.664;351.50632;+61.72278
  7232; 1274.54; 1125.50;19.639; 0.235;  1.519; 1.783;-0.346; 0.068; 0.093; 0.481; 0.690;-1.138;  559.720;350.76583;+61.72209
  7233; 1059.45; 1276.17;17.133; 0.027;  1.382; 2.179; 0.920; 0.025; 0.033; 0.170; 0.700; 0.036;  559.836;350.95398;+61.78575
  7234;  430.49;  389.83;18.891; 0.099;  1.445; 1.934;      ; 0.042; 0.057;      ; 0.530;-0.039;  559.963;351.50836;+61.41737
  7235;  926.90;  199.59;19.434; 0.177;  0.949; 1.874;-0.273; 0.056; 0.063; 0.252; 0.600;-0.324;  560.045;351.07692;+61.33744
  7236;  392.72;  438.64;13.878; 0.004;  0.914; 1.222; 0.293; 0.022; 0.007; 0.007; 0.810; 0.022;  560.160;351.54130;+61.43770
  7237;  306.85;  870.57;19.331; 0.124;  1.051; 1.714;      ; 0.047; 0.068;      ; 0.440;-0.079;  560.199;351.61688;+61.61768
  7238;  572.56; 1238.84;16.929; 0.015;  1.039; 1.515; 0.726; 0.021; 0.028; 0.100; 0.450;-0.063;  560.240;351.38333;+61.77119
  7239;  820.79; 1314.48;19.594; 0.163;  2.090; 1.274;      ; 0.107; 0.145;      ; 0.460; 0.207;  560.521;351.16423;+61.80238
  7240;  499.62; 1188.49;19.460; 0.138;  1.455; 2.007;-0.757; 0.056; 0.124; 0.239; 0.420;-0.025;  560.539;351.44764;+61.75024
  7241; 1288.36;  399.42;18.531; 0.065;  1.254; 1.561; 0.482; 0.048; 0.039; 0.315; 0.490; 0.021;  560.563;350.76085;+61.41941
  7242;  449.90;  367.43;14.390; 0.004;  0.588; 0.925; 0.136; 0.017; 0.005; 0.007; 0.540;-0.005;  560.644;351.49145;+61.40803
  7243;  954.46; 1306.78;18.282; 0.062;  1.208; 1.554; 0.589; 0.027; 0.037; 0.321; 0.620; 0.137;  560.671;351.04636;+61.79884
  7244;  314.80;  905.16;16.735; 0.017;  1.628; 1.960; 0.845; 0.025; 0.018; 0.108; 0.590;-0.119;  560.686;351.60997;+61.63211
  7245;  874.18;  194.62;18.877; 0.087;  1.531; 2.183;-0.423; 0.040; 0.064; 0.237; 0.440;-0.437;  560.708;351.12276;+61.33550
  7246;  706.18;  214.39;17.976; 0.047;  0.995; 1.584; 0.822; 0.040; 0.022; 0.272; 0.580;-0.059;  560.722;351.26869;+61.34406
  7247;  295.93;  711.97;18.194; 0.035;  0.981; 1.494; 0.634; 0.028; 0.025; 0.245; 0.300; 0.127;  560.723;351.62618;+61.55157
  7248;  956.18;  203.44;16.913; 0.020;  0.958; 1.525; 0.438; 0.021; 0.019; 0.069; 0.610;-0.005;  560.759;351.05145;+61.33897
  7249;  549.62; 1225.39;19.679; 0.162;  0.403; 2.374;      ; 0.082; 0.062;      ; 0.370; 0.085;  560.824;351.40357;+61.76560
  7250;  464.25;  352.59;20.545; 0.457;  1.684; 2.330;      ; 0.078; 0.365;      ; 0.520;-1.318;  560.912;351.47896;+61.40184
  7251; 1398.95;  618.08;19.854; 0.221;  1.144; 2.446;-0.691; 0.089; 0.137; 0.282; 0.440;-1.161;  560.923;350.66207;+61.50999
  7252;  324.54;  937.34;18.025; 0.044;  0.750; 1.351; 0.605; 0.031; 0.024; 0.157; 0.540;-0.079;  560.923;351.60147;+61.64553
  7253;  439.12; 1131.43;20.323; 0.370;  0.630; 2.448;-0.354; 0.059; 0.113; 0.388; 0.520;-1.123;  560.941;351.50092;+61.72647
  7254;  689.04;  219.09;18.765; 0.088;  1.154; 1.949; 0.242; 0.075; 0.042; 0.246; 0.520;-0.314;  561.019;351.28357;+61.34604
  7255; 1121.53; 1248.67;18.800; 0.096;  1.363; 2.040;      ; 0.039; 0.056;      ; 0.570;-0.417;  561.023;350.89947;+61.77406
  7256;  361.78;  487.53;18.467; 0.059;  0.767; 1.190; 0.421; 0.070; 0.025; 0.189; 0.480;-0.255;  561.072;351.56833;+61.45807
  7257; 1397.86;  613.00;19.888; 0.217;  1.537; 2.315;      ; 0.085; 0.201;      ; 0.400;-0.180;  561.127;350.66308;+61.50788
  7258; 1401.17;  626.22;16.300; 0.018;  0.770; 1.320; 0.439; 0.028; 0.027; 0.029; 1.000;-0.130;  561.142;350.66004;+61.51337
  7259;  692.98; 1292.49;19.712; 0.237;  1.300; 2.210;      ; 0.040; 0.107;      ; 0.620;-0.014;  561.375;351.27705;+61.79343
  7260;  309.46;  887.51;20.356; 0.335;  0.310; 1.975;-0.434; 0.112; 0.105; 0.340; 0.460;-1.893;  561.401;351.61462;+61.62474
  7261;  299.89;  839.11;18.980; 0.104;  1.088; 1.712;-0.189; 0.044; 0.070; 0.195; 0.510; 0.091;  561.444;351.62293;+61.60456
  7262;  861.47;  193.50;16.000; 0.008;  1.590; 2.060; 1.128; 0.023; 0.018; 0.092; 0.440;-0.029;  561.534;351.13381;+61.33507
  7263; 1353.75;  496.62;19.854; 0.189;  2.068; 3.002;-1.190; 0.046; 0.223; 0.281; 0.350; 0.705;  561.707;350.70285;+61.45960
  7264;  967.08; 1305.42;20.111; 0.338;  1.363; 2.536;      ; 0.061; 0.210;      ; 0.590;-0.885;  561.711;351.03524;+61.79824
  7265;  977.23;  206.63;17.535; 0.028;  1.132; 1.708; 0.264; 0.023; 0.016; 0.089; 0.490;-0.170;  561.825;351.03313;+61.34024
  7266;  719.59;  209.71;16.578; 0.012;  0.762; 1.218; 0.607; 0.029; 0.013; 0.035; 0.460;-0.025;  561.848;351.25705;+61.34209
  7267;  345.38;  991.85;17.981; 0.036;  0.991; 1.668; 1.279; 0.026; 0.024; 0.502; 0.410;-0.183;  561.972;351.58324;+61.66826
  7268;  293.00;  752.56;17.032; 0.016;  0.948; 1.288; 0.282; 0.040; 0.016; 0.053; 0.440;-0.040;  562.001;351.62881;+61.56848
  7269;  419.69; 1110.46;19.044; 0.089;  1.336; 1.769;      ; 0.043; 0.105;      ; 0.390;-0.114;  562.005;351.51801;+61.71772
  7270; 1210.80; 1190.07;17.256; 0.023;  0.928; 1.468; 0.970; 0.024; 0.031; 0.142; 0.530;-0.086;  562.034;350.82132;+61.74928
  7271; 1349.43;  487.63;18.945; 0.115;  1.150; 1.943; 0.098; 0.034; 0.044; 0.260; 0.600;-0.110;  562.091;350.70672;+61.45588
  7272;  352.77; 1007.47;17.997; 0.043;  1.256; 1.735; 0.467; 0.022; 0.034; 0.220; 0.500;-0.133;  562.114;351.57677;+61.67477
  7273;  456.81;  358.24;17.833; 0.031;  1.116; 1.649; 0.529; 0.035; 0.020; 0.146; 0.410; 0.108;  562.119;351.48544;+61.40420
  7274; 1387.19;  573.90;19.311; 0.125;  1.165; 2.088;-0.280; 0.049; 0.061; 0.296; 0.430; 0.182;  562.157;350.67283;+61.49164
  7275;  580.03;  264.60;15.136; 0.008;  1.547; 1.936; 1.031; 0.022; 0.010; 0.074; 0.780; 0.015;  562.230;351.37827;+61.36512
  7276; 1299.55;  410.73;19.850; 0.222;  1.610; 1.861;-1.126; 0.052; 0.132; 0.186; 0.460;-1.102;  562.264;350.75099;+61.42407
  7277; 1108.60;  253.14;19.880; 0.279;  1.022; 2.248;      ; 0.063; 0.109;      ; 0.620; 0.407;  562.294;350.91860;+61.35919
  7278; 1124.61;  261.54;20.439; 0.330;  0.802; 2.324;      ; 0.075; 0.139;      ; 0.370; 0.905;  562.311;350.90461;+61.36263
  7279;  813.94; 1315.84;19.767; 0.222;  1.663; 1.859;-0.699; 0.063; 0.141; 0.332; 0.550;-0.768;  562.337;351.17027;+61.80296
  7280; 1195.99;  307.82;19.793; 0.155;  2.282; 1.422;      ; 0.103; 0.255;      ; 0.330; 0.155;  562.354;350.84213;+61.38164
  7281;  628.43;  240.19;15.708; 0.008;  0.704; 1.109; 0.239; 0.024; 0.010; 0.014; 0.570;-0.009;  562.460;351.33622;+61.35491
  7282; 1416.03;  714.79;19.512; 0.167;  1.235; 2.173;-0.459; 0.039; 0.094; 0.238; 0.490;-0.589;  562.469;350.64604;+61.55020
  7283; 1047.82;  226.57;17.616; 0.033;  1.100; 1.509; 0.417; 0.026; 0.021; 0.130; 0.580;-0.052;  562.508;350.97164;+61.34833
  7284;  806.41; 1315.45;19.258; 0.187;  2.663; 1.467;-1.324; 0.065; 0.185; 0.221; 0.760; 0.622;  562.549;351.17692;+61.80281
  7285;  665.14;  225.39;17.959; 0.045;  1.452; 2.270; 0.693; 0.061; 0.038; 0.335; 0.540;-0.053;  562.613;351.30433;+61.34870
  7286; 1385.80;  941.52;14.478; 0.007;  0.641; 0.952; 0.350; 0.016; 0.022; 0.006; 1.090;-0.051;  562.614;350.66999;+61.64486
  7287;  854.02;  192.37;19.417; 0.158;  2.117; 1.915;-1.159; 0.075; 0.139; 0.170; 0.510;-0.480;  562.633;351.14028;+61.33461
  7288;  416.42;  402.52;19.707; 0.216;  1.139; 2.082;-1.043; 0.062; 0.111; 0.146; 0.550; 0.411;  562.667;351.52063;+61.42265
  7289; 1116.55;  256.77;19.705; 0.217;  1.271; 1.516;-0.745; 0.087; 0.111; 0.240; 0.590; 0.562;  562.711;350.91166;+61.36067
  7290;  648.22; 1278.35;17.358; 0.023;  1.291; 1.782; 0.509; 0.023; 0.029; 0.150; 0.460; 0.027;  562.719;351.31656;+61.78759
  7291;  501.78;  316.92;19.775; 0.214;  1.897; 1.384;      ; 0.108; 0.174;      ; 0.520;-0.173;  562.742;351.44630;+61.38697
  7292; 1344.86;  477.96;18.368; 0.048;  1.311; 1.712; 0.560; 0.044; 0.040; 0.350; 0.380; 0.043;  562.775;350.71080;+61.45187
  7293;  304.01;  640.18;19.463; 0.156;  1.590; 1.392;-0.847; 0.082; 0.112; 0.199; 0.510; 0.327;  562.830;351.61898;+61.52165
  7294; 1372.16;  977.17;19.667; 0.165;  1.194; 2.056;      ; 0.058; 0.124;      ; 0.410;-0.261;  562.859;350.68157;+61.65979
  7295;  293.91;  799.84;19.505; 0.142;  1.029; 1.827;-0.345; 0.041; 0.068; 0.267; 0.410;-0.635;  562.878;351.62810;+61.58819
  7296;  875.44; 1317.60;15.950; 0.012;  1.042; 1.487; 0.800; 0.018; 0.035; 0.038; 0.850;-0.084;  562.967;351.11601;+61.80356
  7297; 1173.56;  290.78;20.070; 0.204;  1.051; 2.223;      ; 0.064; 0.146;      ; 0.320;-0.208;  563.009;350.86180;+61.37463
  7298;  366.73; 1035.31;19.637; 0.183;  1.990; 1.663;-0.792; 0.066; 0.212; 0.310; 0.500;-0.356;  563.012;351.56453;+61.68638
  7299;  442.91; 1138.64;17.123; 0.023;  1.330; 1.770; 0.387; 0.031; 0.025; 0.085; 0.600; 0.155;  563.026;351.49759;+61.72947
  7300; 1414.42;  691.30;18.186; 0.087;  0.984; 1.796; 0.450; 0.071; 0.069; 0.177; 1.000; 0.590;  563.034;350.64772;+61.54042
  7301;  447.73; 1143.77;18.956; 0.107;  1.293; 2.317; 0.302; 0.031; 0.067; 0.320; 0.530; 0.643;  563.037;351.49334;+61.73161
  7302;  536.46;  290.65;18.018; 0.043;  1.149; 1.656; 1.114; 0.030; 0.024; 0.495; 0.510; 0.061;  563.104;351.41614;+61.37601
  7303;  345.44;  515.16;19.549; 0.147;  1.193; 1.456;      ; 0.084; 0.074;      ; 0.420;-0.179;  563.183;351.58262;+61.46957
  7304; 1292.58;  400.42;18.619; 0.076;  1.173; 1.653; 0.338; 0.050; 0.036; 0.254; 0.530;-0.431;  563.209;350.75717;+61.41981
  7305; 1219.36;  325.47;19.428; 0.137;  1.077; 1.706;-0.505; 0.059; 0.075; 0.223; 0.440; 0.088;  563.259;350.82164;+61.38890
  7306; 1117.66; 1253.28;18.678; 0.071;  1.474; 1.998; 0.249; 0.030; 0.062; 0.389; 0.440; 0.052;  563.268;350.90284;+61.77600
  7307;  606.48; 1260.51;18.765; 0.090;  1.090; 1.721; 0.533; 0.026; 0.052; 0.389; 0.570; 0.417;  563.297;351.35340;+61.78020
  7308; 1252.82; 1153.87;19.373; 0.141;  2.183; 1.612;-0.320; 0.063; 0.157; 0.542; 0.500; 0.320;  563.343;350.78467;+61.73401
  7309;  405.38;  415.59;17.854; 0.034;  1.376; 1.874; 0.277; 0.025; 0.021; 0.141; 0.450; 0.010;  563.344;351.53025;+61.42810
  7310;  696.49; 1295.62;20.219; 0.360;  2.342; 2.283;      ; 0.059; 0.410;      ; 0.580; 0.571;  563.373;351.27395;+61.79473
  7311;  627.62; 1270.48;16.651; 0.017;  1.268; 1.831; 0.408; 0.020; 0.029; 0.069; 0.640; 0.031;  563.396;351.33474;+61.78434
  7312;  301.30;  650.47;20.399; 0.504;  1.276; 2.423;-1.410; 0.057; 0.219; 0.259; 0.700;-3.802;  563.479;351.62137;+61.52594
  7313;  291.71;  740.10;18.003; 0.045;  1.195; 1.991; 0.428; 0.030; 0.028; 0.185; 0.530; 0.034;  563.487;351.62992;+61.56329
  7314;  775.65;  197.10;18.442; 0.059;  1.463; 2.172;      ; 0.119; 0.052;      ; 0.440;-0.035;  563.518;351.20837;+61.33674
  7315;  308.28;  618.43;20.142; 0.304;  1.521; 1.694;      ; 0.110; 0.192;      ; 0.540;-1.538;  563.521;351.61522;+61.51259
  7316;  292.02;  729.91;17.735; 0.028;  0.980; 1.393; 0.687; 0.036; 0.022; 0.175; 0.400;-0.070;  563.539;351.62963;+61.55904
  7317;  912.30;  194.36;19.398; 0.226;  1.759; 1.506;-0.315; 0.073; 0.120; 0.360; 0.870;-0.505;  563.561;351.08963;+61.33530
  7318;  954.76;  200.33;19.164; 0.169;  1.053; 2.072; 0.189; 0.062; 0.077; 0.375; 0.710; 0.256;  563.574;351.05270;+61.33768
  7319; 1127.85; 1248.16;18.968; 0.087;  1.417; 1.906;      ; 0.051; 0.078;      ; 0.390; 0.056;  563.611;350.89390;+61.77383
  7320;  821.71; 1317.78;19.528; 0.150;  0.821; 2.233; 0.272; 0.049; 0.078; 0.477; 0.410;-0.085;  563.764;351.16341;+61.80375
  7321; 1106.64; 1259.61;18.851; 0.085;  1.262; 1.962; 0.580; 0.029; 0.059; 0.454; 0.460;-0.032;  563.870;350.91250;+61.77868
  7322;  339.29;  526.98;19.448; 0.150;  1.341; 1.794; 0.148; 0.071; 0.126; 0.483; 0.470;-0.151;  563.874;351.58800;+61.47450
  7323; 1374.43;  535.47;19.984; 0.286;  1.758; 1.548;-0.983; 0.114; 0.228; 0.296; 0.600;-1.785;  563.917;350.68439;+61.47569
  7324;  360.37; 1025.91;19.328; 0.107;  1.311; 1.296; 0.023; 0.087; 0.089; 0.333; 0.350;-0.080;  563.962;351.57011;+61.68246
  7325; 1365.96;  516.19;19.820; 0.195;  1.175; 1.880;-0.354; 0.054; 0.130; 0.398; 0.420; 0.370;  564.016;350.69199;+61.46770
  7326; 1186.32;  298.54;18.801; 0.074;  0.713; 1.804; 0.746; 0.037; 0.028; 0.444; 0.410; 0.074;  564.028;350.85063;+61.37781
  7327; 1001.09; 1299.82;19.763; 0.194;  1.700; 2.181;      ; 0.076; 0.173;      ; 0.450;-0.375;  564.064;351.00528;+61.79580
  7328; 1165.88; 1225.67;18.199; 0.061;  1.033; 1.957; 0.370; 0.041; 0.035; 0.171; 0.640;-0.001;  564.072;350.86058;+61.76431
  7329;  631.11;  237.24;18.142; 0.063;  1.837; 2.277; 0.354; 0.028; 0.055; 0.351; 0.630; 0.136;  564.093;351.33389;+61.35368
  7330;  756.92;  199.49;18.386; 0.080;  1.225; 1.782; 0.255; 0.049; 0.044; 0.183; 0.730;-0.040;  564.098;351.22464;+61.33777
  7331;  292.07;  718.29;18.473; 0.098;  0.986; 1.758; 0.833; 0.033; 0.031; 0.445; 0.860; 0.189;  564.126;351.62956;+61.55420
  7332;  987.92;  206.71;19.696; 0.202;  1.287; 1.721;      ; 0.104; 0.133;      ; 0.520; 0.618;  564.175;351.02384;+61.34024
  7333; 1354.97; 1016.41;19.161; 0.086;  1.503; 1.581;-0.290; 0.113; 0.107; 0.288; 0.320; 0.144;  564.180;350.69624;+61.67623
  7334;  674.39;  220.51;19.223; 0.117;  1.010; 2.142;-0.471; 0.114; 0.073; 0.182; 0.440;-0.033;  564.180;351.29630;+61.34666
  7335;  352.16; 1010.91;18.307; 0.060;  0.849; 1.492; 0.424; 0.030; 0.030; 0.223; 0.550; 0.174;  564.210;351.57731;+61.67621
  7336; 1370.82;  526.36;19.724; 0.149;  1.704; 1.451;-0.595; 0.092; 0.143; 0.399; 0.340;-0.489;  564.221;350.68764;+61.47191
  7337;  290.79;  759.00;17.375; 0.026;  0.893; 1.171; 0.567; 0.029; 0.022; 0.090; 0.560; 0.011;  564.221;351.63076;+61.57117
  7338;  848.36; 1319.20;18.918; 0.101;  1.251; 1.849;-0.115; 0.043; 0.053; 0.211; 0.540; 0.357;  564.240;351.13989;+61.80428
  7339; 1226.17; 1179.99;19.662; 0.217;  1.385; 2.264;      ; 0.133; 0.116;      ; 0.580; 0.052;  564.252;350.80788;+61.74501
  7340; 1405.73;  631.66;16.698; 0.020;  0.981; 1.359; 0.436; 0.042; 0.029; 0.054; 0.760;-0.089;  564.371;350.65599;+61.51561
  7341; 1233.28;  336.12;18.394; 0.051;  1.075; 1.688; 0.088; 0.041; 0.031; 0.144; 0.400; 0.141;  564.411;350.80942;+61.39328
  7342;  339.43;  984.80;19.148; 0.095;  2.184; 1.428;      ; 0.055; 0.113;      ; 0.390; 0.231;  564.468;351.58846;+61.66532
  7343;  615.28;  243.88;13.584; 0.005;  0.490; 0.854;-0.047; 0.019; 0.006; 0.011; 1.070; 0.044;  564.539;351.34764;+61.35646
  7344; 1058.11;  228.13;17.532; 0.032;  1.029; 1.562; 0.283; 0.026; 0.019; 0.082; 0.600;-0.041;  564.663;350.96269;+61.34894
  7345; 1302.33;  410.26;19.964; 0.301;  1.794; 1.450;-1.222; 0.110; 0.176; 0.247; 0.490;-0.526;  564.762;350.74857;+61.42386
  7346; 1185.83; 1212.81;19.151; 0.105;  1.164; 1.849;-0.094; 0.043; 0.062; 0.276; 0.430;-0.395;  564.836;350.84311;+61.75886
  7347;  372.28; 1048.30;15.789; 0.009;  0.725; 1.079; 0.261; 0.028; 0.023; 0.017; 0.680;-0.048;  564.840;351.55967;+61.69180
  7348;  562.64;  271.69;16.074; 0.029;  0.910; 1.260; 0.472; 0.036; 0.026; 0.046; 1.960; 0.231;  564.858;351.39338;+61.36809
  7349; 1318.07;  431.43;18.857; 0.081;  1.160; 1.607;-0.407; 0.070; 0.070; 0.134; 0.430;-0.001;  564.919;350.73464;+61.43261
  7350; 1152.61;  274.83;19.269; 0.121;  1.365; 1.614;-0.239; 0.067; 0.085; 0.368; 0.450; 0.033;  564.922;350.88015;+61.36806
  7351;  941.86;  196.71;16.855; 0.014;  0.851; 1.270; 0.382; 0.025; 0.019; 0.059; 0.420; 0.027;  565.011;351.06393;+61.33620
  7352;  946.06;  197.30;18.883; 0.091;  0.886; 1.314; 0.215; 0.094; 0.058; 0.186; 0.500; 0.526;  565.086;351.06028;+61.33644
  7353;  408.44;  408.71;19.541; 0.184;  1.755; 2.974;-0.945; 0.031; 0.151; 0.214; 0.500; 0.100;  565.095;351.52758;+61.42523
  7354;  302.92;  875.73;17.884; 0.037;  1.094; 1.483; 0.500; 0.035; 0.023; 0.155; 0.500;-0.138;  565.123;351.62034;+61.61983
  7355; 1262.95; 1146.11;19.581; 0.173;  1.537; 2.424;-0.885; 0.030; 0.124; 0.230; 0.470;-0.339;  565.148;350.77582;+61.73073
  7356;  719.83;  206.18;18.110; 0.058;  1.118; 1.228; 0.753; 0.116; 0.038; 0.259; 0.640; 0.024;  565.221;351.25685;+61.34062
  7357;  290.03;  736.54;17.953; 0.038;  1.371; 1.766; 0.399; 0.033; 0.029; 0.150; 0.460;-0.103;  565.274;351.63138;+61.56180
  7358;  394.12; 1082.33;18.350; 0.049;  0.993; 1.792; 0.449; 0.030; 0.031; 0.209; 0.410; 0.008;  565.290;351.54049;+61.70599
  7359;  313.56;  917.59;17.795; 0.031;  1.069; 1.630; 0.092; 0.041; 0.025; 0.106; 0.430;-0.095;  565.329;351.61107;+61.63729
  7360; 1359.50;  499.79;17.159; 0.021;  1.128; 1.438; 0.343; 0.028; 0.028; 0.053; 0.520; 0.036;  565.381;350.69780;+61.46089
  7361; 1056.75; 1283.20;19.397; 0.135;  2.282; 2.078;-0.402; 0.046; 0.159; 0.530; 0.430; 0.217;  565.414;350.95631;+61.78869
  7362;  636.95;  233.31;16.383; 0.016;  0.765; 1.277; 0.484; 0.027; 0.008; 0.035; 0.810; 0.062;  565.426;351.32882;+61.35203
  7363; 1210.84; 1194.51;19.051; 0.107;  1.122; 1.769; 0.303; 0.036; 0.068; 0.332; 0.500;-0.608;  565.498;350.82125;+61.75113
  7364;  828.62;  189.98;16.075; 0.020;  1.100; 1.908; 0.299; 0.042; 0.013; 0.025; 1.290; 0.128;  565.631;351.16237;+61.33367
  7365; 1416.89;  820.49;20.585; 0.499;  1.051; 2.428;-1.409; 0.089; 0.185; 0.217; 0.560;-1.987;  565.695;350.64409;+61.59425
  7366;  297.16;  849.38;19.224; 0.123;  1.646; 1.584;-0.192; 0.053; 0.112; 0.348; 0.500;-0.005;  565.769;351.62534;+61.60884
  7367;  295.60;  839.94;19.612; 0.184;  1.472; 1.706;-0.581; 0.059; 0.111; 0.276; 0.470; 0.645;  565.816;351.62669;+61.60491
  7368;  791.70;  192.71;19.236; 0.161;  1.106; 2.942;-0.394; 0.133; 0.059; 0.195; 0.600; 0.152;  565.846;351.19444;+61.33488
  7369;  303.17;  629.77;19.485; 0.190;  1.023; 2.067;      ; 0.043; 0.070;      ; 0.610; 1.211;  565.864;351.61970;+61.51731
