#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:03:41 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:03:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AN/342/538/table2&-order=I&-out=ID&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=U-B&-out=e_U-B&-out=B-V&-out=e_B-V&-out=Gmag&-out=e_Gmag&-out=BP-RP&-out=e_BP-RP&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Plx&-out=e_Plx&-out=Pmemb&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_113420538
#Name: J/AN/342/538
#Title: Frolov 1 and NGC 7510 CCD UBV photometry (Yontan+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/an/342/538	    IVOID of underlying data collection
#INFO	creator=Yontan T.	    First author or institution
#INFO	cites=bibcode:2021AN....342..538Y	    Article or Data origin sources
#INFO	editor=Astronomische Nachrichten	    Editor name (article)
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AN/342/538	    Dataset landing page
#INFO	publication_date=2022-12-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AN_342_538_table2:
#Name: J/AN/342/538/table2
#Title: Photometric and astrometric catalogue NGC 7510
#Column	ID	(I4)	Sequential number	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? rms uncertainty on Vmag	[ucd=stat.error;phot.mag]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	Gmag	(F6.3)	? Gaia G magnitude	[ucd=phot.mag;em.opt]
#Column	e_Gmag	(F6.3)	? rms uncertainty on Gmag	[ucd=stat.error;phot.mag]
#Column	BP-RP	(F6.3)	? Gaia BP-RP colour index	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	e_BP-RP	(F6.3)	? rms uncertainty on BP-RP	[ucd=stat.error]
#Column	pmRA	(F8.3)	? proper motion components (pmRA*cosDE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? rms uncertainty on proper motion	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F8.3)	? proper motion components (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? rms uncertainty on proper motion	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F8.3)	? trigonometric parallax	[ucd=pos.parallax.trig]
#Column	e_Plx	(F6.3)	? rms uncertainty on trigonometric parallax	[ucd=stat.error;pos.parallax]
#Column	Pmemb	(F5.2)	[0/1]? Membership probability	[ucd=stat]
ID;RAJ2000;DEJ2000;Vmag;e_Vmag;U-B;e_U-B;B-V;e_B-V;Gmag;e_Gmag;BP-RP;e_BP-RP;pmRA;e_pmRA;pmDE;e_pmDE;Plx;e_Plx;Pmemb
 976;23 11 04.56;+60 30 37.46;17.855; 0.020; 0.517; 0.054; 1.337; 0.026;17.375; 0.001; 1.714; 0.008;  -3.591; 0.136;  -3.790; 0.108;   0.276; 0.085; 0.00
 977;23 11 04.62;+60 34 21.67;17.726; 0.018; 0.748; 0.063; 1.445; 0.023;17.145; 0.001; 1.767; 0.016;  -3.694; 0.146;  -2.570; 0.116;   0.291; 0.087; 0.96
 978;23 11 04.67;+60 39 55.20;18.834; 0.047;      ;      ; 1.925; 0.073;18.119; 0.002; 2.156; 0.028;  -2.487; 0.261;  -1.738; 0.239;  -0.273; 0.160; 0.41
 979;23 11 04.70;+60 29 48.67;18.395; 0.031;      ;      ; 1.446; 0.058;18.010; 0.001; 1.660; 0.025;   6.476; 0.188;  -3.051; 0.154;   0.568; 0.116; 0.00
 980;23 11 04.76;+60 31 54.86;16.515; 0.008; 0.741; 0.018; 1.243; 0.010;16.148; 0.001; 1.569; 0.005;   0.200; 0.082;  -1.938; 0.065;   0.872; 0.049; 0.00
 981;23 11 04.79;+60 37 09.28;16.890; 0.010; 0.556; 0.019; 0.996; 0.012;16.619; 0.001; 1.354; 0.006;  -3.769; 0.085;  -2.045; 0.071;   0.380; 0.051; 1.00
 982;23 11 04.82;+60 42 15.44;19.124; 0.059;      ;      ; 1.039; 0.070;18.357; 0.002; 1.801; 0.044;  -2.188; 0.231;  -2.069; 0.201;   0.264; 0.144; 0.14
 983;23 11 04.86;+60 24 17.55;15.829; 0.005; 0.892; 0.013; 1.135; 0.007;15.594; 0.000; 1.460; 0.003;   3.730; 0.052;  -2.177; 0.044;   1.156; 0.031; 0.00
 984;23 11 04.93;+60 29 44.16;16.097; 0.006; 1.282; 0.037; 1.198; 0.010;15.771; 0.001; 1.522; 0.004;  -4.293; 0.252;  -5.200; 0.205;   0.079; 0.152; 0.00
 985;23 11 04.97;+60 29 15.60;16.098; 0.006; 0.475; 0.011; 0.971; 0.007;16.014; 0.001; 1.316; 0.015;  -4.470; 0.066;  -1.959; 0.053;   0.299; 0.040; 0.01
 986;23 11 05.03;+60 32 21.62;17.922; 0.021;      ;      ; 1.453; 0.027;17.417; 0.001; 1.785; 0.016;   3.767; 0.139;   0.571; 0.119;   0.668; 0.088; 0.00
 987;23 11 05.15;+60 36 21.22;14.341; 0.002; 1.627; 0.011; 1.879; 0.003;13.492; 0.000; 2.200; 0.003;  -1.275; 0.027;  -0.159; 0.023;   0.359; 0.017; 0.00
 988;23 11 05.26;+60 42 36.95;17.832; 0.020; 0.561; 0.052; 1.266; 0.025;17.436; 0.001; 1.582; 0.023;  -7.739; 0.140;  -2.952; 0.122;   0.657; 0.091; 0.00
 989;23 11 05.27;+60 41 39.29;17.323; 0.014; 0.695; 0.032; 1.208; 0.017;16.964; 0.001; 1.566; 0.012;  -0.918; 0.115;   1.426; 0.104;   0.871; 0.068; 0.00
 990;23 11 05.30;+60 34 42.83;14.893; 0.003; 0.115; 0.015; 0.918; 0.005;14.591; 0.000; 1.281; 0.002;  -3.600; 0.036;  -2.172; 0.030;   0.301; 0.022; 0.78
 991;23 11 05.33;+60 36 41.40;14.641; 0.003; 0.153; 0.004; 0.835; 0.003;14.961; 0.005; 1.181; 0.013;   0.319; 0.718;  -4.154; 0.677;  -1.593; 0.465; 0.08
 992;23 11 05.36;+60 33 54.78;12.249; 0.003;-0.225; 0.004; 0.825; 0.004;12.003; 0.000; 1.150; 0.002;  -3.209; 0.041;  -2.636; 0.036;   0.259; 0.024; 0.14
 993;23 11 05.40;+60 25 55.23;19.027; 0.058;      ;      ; 1.490; 0.076;18.321; 0.002; 1.796; 0.029;  -1.453; 0.256;  -2.662; 0.206;   0.287; 0.149; 0.01
 994;23 11 05.47;+60 35 07.26;12.711; 0.003;-0.244; 0.003; 0.770; 0.005;12.500; 0.000; 1.065; 0.002;  -3.840; 0.042;  -1.994; 0.036;   0.308; 0.025; 0.90
 995;23 11 05.50;+60 41 12.46;18.104; 0.025; 0.443; 0.057; 1.181; 0.030;17.765; 0.001; 1.606; 0.017;  -3.903; 0.186;  -2.413; 0.157;   0.232; 0.102; 0.99
 996;23 11 05.53;+60 24 51.44;17.002; 0.012; 1.477; 0.073; 1.946; 0.017;16.136; 0.001; 2.376; 0.005;  -1.056; 0.075;  -2.554; 0.063;   0.266; 0.045; 0.00
 997;23 11 05.63;+60 41 54.24;17.431; 0.015; 0.654; 0.031; 1.066; 0.018;17.076; 0.001; 1.554; 0.012;  -1.384; 0.129;  -1.959; 0.111;   0.263; 0.081; 0.00
 998;23 11 05.69;+60 39 25.66;16.812; 0.009; 0.627; 0.019; 1.013; 0.011;16.546; 0.001; 1.383; 0.008;  -2.204; 0.083;  -1.698; 0.075;   0.209; 0.052; 0.00
 999;23 11 05.85;+60 26 10.68;18.191; 0.027; 0.733; 0.079; 1.256; 0.034;17.796; 0.001; 1.656; 0.016;  -4.903; 0.180;   2.734; 0.144;   0.394; 0.109; 0.00
1000;23 11 05.96;+60 34 51.95;13.522; 0.002; 0.043; 0.006; 0.947; 0.002;13.232; 0.000; 1.249; 0.002;  -3.725; 0.028;  -2.240; 0.022;   0.279; 0.018; 0.90
1001;23 11 06.07;+60 32 39.10;16.745; 0.009; 0.662; 0.020; 1.153; 0.011;16.347; 0.001; 1.531; 0.007;  -3.193; 0.094;  -3.568; 0.070;   0.407; 0.054; 0.00
1002;23 11 06.17;+60 39 45.23;13.010; 0.004; 0.352; 0.007; 0.984; 0.006;12.787; 0.000; 1.237; 0.002;  -2.504; 0.038;  -4.162; 0.034;   0.824; 0.023; 0.00
1003;23 11 06.34;+60 29 08.21;18.384; 0.030; 0.521; 0.092; 1.431; 0.039;17.775; 0.001; 2.012; 0.020;  -2.924; 0.215;  -1.777; 0.153;   0.123; 0.121; 0.67
1004;23 11 06.35;+60 37 55.10;14.355; 0.002; 0.409; 0.004; 0.808; 0.003;14.170; 0.000; 1.113; 0.002;   0.976; 0.029;  -1.455; 0.027;   0.802; 0.018; 0.00
1005;23 11 06.35;+60 40 55.12;17.419; 0.014; 0.512; 0.031; 1.211; 0.018;17.084; 0.001; 1.587; 0.010;  -3.903; 0.120;  -2.965; 0.096;   0.299; 0.072; 0.14
1006;23 11 06.56;+60 41 25.55;18.353; 0.030;      ;      ; 1.402; 0.039;17.772; 0.002; 1.860; 0.025;  -3.546; 0.168;  -2.034; 0.144;   0.391; 0.104; 1.00
1007;23 11 06.64;+60 25 10.25;18.652; 0.042;-0.857; 0.056; 1.362; 0.054;18.107; 0.001; 1.866; 0.024;  -2.897; 0.214;  -1.178; 0.184;   0.139; 0.131; 0.17
1008;23 11 06.77;+60 24 54.16;17.510; 0.016; 0.491; 0.038; 1.218; 0.020;17.154; 0.001; 1.582; 0.012;  -4.200; 0.120;  -3.192; 0.105;   0.703; 0.075; 0.02
1009;23 11 06.85;+60 44 02.80;22.078; 0.863;      ;      ; 0.787; 1.205;      ;      ;      ;      ;        ;      ;        ;      ;        ;      ; 0.00
1010;23 11 06.90;+60 42 17.12;18.036; 0.024; 0.711; 0.078; 1.411; 0.031;17.507; 0.001; 1.897; 0.015;  -3.887; 0.143;  -0.768; 0.123;   0.275; 0.086; 0.00
1011;23 11 06.99;+60 33 57.14;12.870; 0.004;-0.073; 0.006; 0.853; 0.005;13.131; 0.002; 1.275; 0.031;  -3.853; 0.143;  -1.950; 0.136;   0.442; 0.079; 1.00
1012;23 11 07.03;+60 36 21.29;16.621; 0.008; 0.523; 0.015; 1.007; 0.010;16.344; 0.001; 1.332; 0.005;  -3.549; 0.070;  -2.059; 0.060;   0.359; 0.043; 0.99
1013;23 11 07.05;+60 31 43.39;16.063; 0.006; 0.884; 0.018; 1.526; 0.008;15.476; 0.002; 1.977; 0.010;  -3.869; 0.050;  -2.278; 0.041;   0.259; 0.031; 0.93
1014;23 11 07.10;+60 34 32.29;18.493; 0.033;      ;      ; 1.708; 0.074;17.978; 0.002; 1.901; 0.037;  -3.566; 0.217;  -1.799; 0.186;   0.197; 0.124; 0.95
1015;23 11 07.13;+60 35 51.56;16.963; 0.010; 0.686; 0.024; 1.222; 0.013;16.965; 0.001;      ;      ;  -3.682; 0.100;  -2.037; 0.107;   0.454; 0.065; 0.99
1016;23 11 07.14;+60 29 28.78;17.006; 0.011; 0.734; 0.027; 1.236; 0.014;16.597; 0.001; 1.690; 0.010;  -4.342; 0.092;  -1.908; 0.071;   0.368; 0.056; 0.24
1017;23 11 07.26;+60 35 24.84;16.750; 0.009; 0.944; 0.061; 0.993; 0.011;16.459; 0.001; 1.368; 0.006;  -3.465; 0.077;  -2.293; 0.065;   0.274; 0.047; 0.98
1018;23 11 07.26;+60 40 42.79;16.542; 0.008; 0.723; 0.016; 1.021; 0.010;16.321; 0.002; 1.350; 0.013;  -2.074; 0.073;  -1.424; 0.064;   0.156; 0.045; 0.00
1019;23 11 07.29;+60 33 19.72;18.761; 0.041;      ;      ; 1.205; 0.051;18.013; 0.001; 1.920; 0.022;  -3.603; 0.209;  -1.975; 0.169;   0.248; 0.127; 1.00
1020;23 11 07.29;+60 39 24.60;19.067; 0.056;      ;      ; 1.678; 0.079;18.438; 0.002; 1.874; 0.025;  -2.383; 0.252;  -3.631; 0.220;   0.191; 0.152; 0.04
1021;23 11 07.38;+60 27 24.08;15.120; 0.003; 0.384; 0.006; 0.783; 0.004;15.012; 0.000; 1.076; 0.003;  -1.922; 0.045;  -1.251; 0.037;   0.526; 0.026; 0.00
1022;23 11 07.46;+60 43 16.60;18.456; 0.034; 0.300; 0.092; 1.494; 0.045;17.982; 0.001; 1.658; 0.024;  -4.163; 0.178;   0.705; 0.160;   0.633; 0.112; 0.00
1023;23 11 07.58;+60 26 43.41;19.180; 0.065;      ;      ; 1.185; 0.078;18.388; 0.005; 1.965; 0.028;   4.286; 0.584; -11.117; 0.460;  -1.887; 0.327; 0.00
1024;23 11 07.60;+60 34 57.24;15.169; 0.004; 0.305; 0.022; 1.045; 0.006;14.825; 0.000; 1.447; 0.002;  -3.704; 0.039;  -2.250; 0.031;   0.366; 0.023; 0.85
1025;23 11 07.71;+60 30 31.98;13.883; 0.002; 1.151; 0.006; 1.605; 0.002;13.283; 0.000; 1.910; 0.002;  -6.271; 0.025;  -2.150; 0.021;   0.476; 0.015; 0.00
1026;23 11 07.76;+60 28 44.40;17.464; 0.015; 0.693; 0.037; 1.302; 0.019;17.075; 0.001; 1.638; 0.013;  -5.913; 0.130;  -3.073; 0.097;   0.556; 0.073; 0.00
1027;23 11 07.79;+60 35 17.93;18.277; 0.027; 0.086; 0.076; 1.640; 0.038;17.440; 0.001; 2.061; 0.017;  -3.699; 0.136;  -2.069; 0.113;   0.256; 0.080; 0.99
1028;23 11 07.94;+60 36 50.22;19.480; 0.077;      ;      ; 1.636; 0.168;18.521; 0.005; 1.959; 0.030;  -4.174; 0.255;  -1.515; 0.214;   0.180; 0.153; 0.67
1029;23 11 08.07;+60 31 21.08;17.234; 0.013; 0.537; 0.029; 1.288; 0.016;16.772; 0.001; 1.679; 0.007;  -1.054; 0.095;  -1.711; 0.079;   0.256; 0.063; 0.00
1030;23 11 08.22;+60 28 49.16;16.968; 0.010; 0.520; 0.023; 1.212; 0.013;16.649; 0.001; 1.512; 0.010;   1.158; 0.101;   0.856; 0.075;   0.804; 0.057; 0.00
1031;23 11 08.26;+60 40 52.72;15.454; 0.004; 0.667; 0.012; 1.067; 0.005;15.312; 0.004; 1.372; 0.004; -12.674; 0.483;   1.493; 0.396;   3.963; 0.307; 0.00
1032;23 11 08.38;+60 32 00.50;18.304; 0.027; 0.584; 0.070; 1.155; 0.034;17.744; 0.001; 1.684; 0.014;  -4.282; 0.193;  -0.669; 0.167;   0.356; 0.112; 0.01
1033;23 11 08.40;+60 30 04.32;18.311; 0.030;      ;      ; 2.352; 0.056;16.906; 0.001; 2.899; 0.011;  -0.851; 0.116;  -0.491; 0.094;   0.130; 0.071; 0.00
1034;23 11 08.44;+60 32 45.76;15.939; 0.005; 0.577; 0.019; 1.176; 0.007;15.594; 0.001; 1.484; 0.004;   2.860; 0.054;  -1.688; 0.045;   0.629; 0.033; 0.00
1035;23 11 08.45;+60 25 07.45;15.657; 0.005; 0.395; 0.008; 0.925; 0.006;15.465; 0.000; 1.304; 0.003;   0.303; 0.054;  -1.236; 0.045;   0.368; 0.031; 0.00
1036;23 11 08.46;+60 34 36.14;17.308; 0.013; 0.872; 0.038; 1.355; 0.017;17.033; 0.001; 1.608; 0.011;  -3.546; 0.112;  -2.276; 0.091;   0.247; 0.066; 0.99
1037;23 11 08.48;+60 43 42.59;14.994; 0.003; 1.567; 0.012; 1.830; 0.005;14.132; 0.000; 2.346; 0.004;  -3.340; 0.036;  -2.122; 0.033;   0.242; 0.023; 0.99
1038;23 11 08.51;+60 30 56.47;17.333; 0.013; 0.991; 0.146; 1.351; 0.017;17.187; 0.004; 1.722; 0.009;  -4.217; 0.633;  -5.767; 0.492;   0.965; 0.382; 0.03
1039;23 11 08.51;+60 42 50.20;17.957; 0.023; 0.364; 0.047; 1.118; 0.027;17.579; 0.001; 1.614; 0.019;  -5.277; 0.155;  -1.023; 0.131;   0.488; 0.097; 0.00
1040;23 11 08.52;+60 42 27.85;17.559; 0.017;      ;      ; 2.241; 0.029;16.530; 0.001; 2.603; 0.016;  -1.291; 0.098;  -1.002; 0.086;   0.131; 0.061; 0.00
1041;23 11 08.55;+60 29 17.34;14.300; 0.002; 0.350; 0.004; 0.964; 0.003;14.074; 0.000; 1.251; 0.002; -10.813; 0.031;  -6.525; 0.026;   0.943; 0.019; 0.00
1042;23 11 08.57;+60 35 02.94;14.374; 0.002; 0.052; 0.011; 0.989; 0.004;14.056; 0.001; 1.372; 0.004;  -3.671; 0.031;  -2.075; 0.026;   0.282; 0.018; 0.83
1043;23 11 08.63;+60 33 51.16;14.715; 0.003; 0.016; 0.013; 0.898; 0.004;14.392; 0.000; 1.275; 0.002;  -3.685; 0.039;  -2.308; 0.037;   0.282; 0.025; 0.91
1044;23 11 08.67;+60 42 19.04;18.485; 0.034; 0.488; 0.084; 1.226; 0.042;18.083; 0.002; 1.695; 0.025;  -5.619; 0.199;  -1.862; 0.171;   0.521; 0.121; 0.00
1045;23 11 08.74;+60 33 01.81;16.547; 0.008; 0.620; 0.017; 1.179; 0.010;16.196; 0.001; 1.558; 0.005;  -3.784; 0.076;  -2.212; 0.060;   0.299; 0.045; 0.98
1046;23 11 08.83;+60 43 50.17;16.950; 0.011;      ;      ; 0.989; 0.013;16.805; 0.001; 1.384; 0.007;  -3.630; 0.095;  -2.039; 0.083;   0.412; 0.058; 1.00
1047;23 11 08.84;+60 32 39.06;17.530; 0.015;      ;      ; 1.099; 0.018;17.437; 0.002; 1.994; 0.106;  -4.069; 0.167;  -2.294; 0.138;   0.432; 0.098; 0.96
1048;23 11 08.85;+60 38 02.93;17.563; 0.015; 0.351; 0.035; 1.217; 0.019;17.110; 0.001; 1.640; 0.011;   4.660; 0.115;   0.248; 0.102;   0.391; 0.068; 0.00
1049;23 11 08.90;+60 43 32.59;18.212; 0.028; 0.561; 0.077; 1.289; 0.035;17.877; 0.001; 1.653; 0.013;  -2.247; 0.182;  -2.049; 0.166;   0.215; 0.115; 0.06
1050;23 11 08.91;+60 35 50.89;18.965; 0.050;      ;      ; 1.754; 0.072;17.912; 0.002; 2.199; 0.025;  -3.342; 0.184;  -2.096; 0.155;   0.468; 0.111; 1.00
1051;23 11 09.05;+60 36 29.45;16.113; 0.006; 0.634; 0.014; 1.304; 0.008;15.687; 0.001; 1.652; 0.004;  -3.801; 0.053;  -1.871; 0.046;   0.325; 0.033; 0.72
1052;23 11 09.09;+60 27 10.59;16.555; 0.008; 0.408; 0.014; 1.025; 0.010;16.291; 0.001; 1.429; 0.004; -17.149; 0.079; -13.958; 0.064;   0.575; 0.047; 0.00
1053;23 11 09.12;+60 28 17.83;16.560; 0.008; 0.614; 0.017; 1.122; 0.010;16.248; 0.001; 1.458; 0.005;  -0.146; 0.080;  -3.891; 0.060;   0.650; 0.045; 0.00
1054;23 11 09.13;+60 33 57.62;17.173; 0.012; 0.771; 0.094; 1.171; 0.020;16.790; 0.001; 1.527; 0.011;  -3.751; 0.099;  -2.131; 0.083;   0.383; 0.062; 1.00
1055;23 11 09.16;+60 40 00.66;18.482; 0.034;      ;      ; 1.532; 0.046;18.101; 0.001; 1.725; 0.016;  -8.329; 0.198;   0.282; 0.174;   0.626; 0.120; 0.00
1056;23 11 09.19;+60 31 36.40;15.093; 0.003; 0.440; 0.007; 1.040; 0.004;14.828; 0.000; 1.324; 0.002;  -7.620; 0.039;  -0.542; 0.034;   1.088; 0.024; 0.00
1057;23 11 09.24;+60 28 29.21;18.575; 0.037;      ;      ; 1.232; 0.046;18.078; 0.001; 1.707; 0.018;  -4.798; 0.214;  -1.089; 0.167;   0.539; 0.134; 0.03
1058;23 11 09.27;+60 39 18.65;17.961; 0.022;      ;      ; 1.984; 0.036;16.854; 0.002; 2.588; 0.018;  -1.859; 0.122;  -3.336; 0.106;   1.217; 0.073; 0.00
1059;23 11 09.27;+60 27 56.66;17.162; 0.013; 1.488; 0.092; 2.087; 0.020;16.080; 0.001; 2.606; 0.006;  -2.441; 0.092;  -1.479; 0.075;   0.089; 0.053; 0.00
1060;23 11 09.29;+60 24 36.85;15.811; 0.005; 0.413; 0.010; 1.101; 0.006;15.610; 0.006; 1.615; 0.004;   7.355; 0.882; -20.963; 0.777;  -5.736; 0.519; 0.00
1061;23 11 09.33;+60 32 55.63;18.721; 0.040;      ;      ; 1.437; 0.053;17.986; 0.001; 2.010; 0.019;  -4.306; 0.195;  -0.653; 0.165;   0.205; 0.124; 0.01
1062;23 11 09.45;+60 40 27.24;17.507; 0.015; 0.245; 0.034; 1.290; 0.019;17.072; 0.001; 1.763; 0.013;  -2.381; 0.114;  -1.115; 0.096;   0.052; 0.070; 0.00
1063;23 11 09.46;+60 35 25.59;18.534; 0.035;      ;      ; 1.492; 0.046;17.721; 0.001; 2.044; 0.017;  -3.840; 0.163;  -2.220; 0.133;   0.397; 0.097; 1.00
1064;23 11 09.46;+60 29 01.80;16.583; 0.008; 0.563; 0.017; 1.123; 0.010;16.251; 0.001; 1.514; 0.007;  -3.024; 0.082;  -1.842; 0.065;   0.277; 0.049; 0.26
1065;23 11 09.54;+60 27 49.35;18.032; 0.025;      ;      ; 2.445; 0.048;16.717; 0.001; 2.812; 0.019;  -2.395; 0.120;  -1.230; 0.098;   0.049; 0.071; 0.00
1066;23 11 09.55;+60 27 18.39;18.135; 0.026; 0.242; 0.050; 1.138; 0.031;17.669; 0.001; 1.663; 0.018;  -4.824; 0.167;  -3.021; 0.133;   0.300; 0.100; 0.03
1067;23 11 09.60;+60 39 46.25;18.092; 0.024; 0.496; 0.070; 1.408; 0.032;17.544; 0.002; 1.872; 0.013;  -3.678; 0.141;  -1.988; 0.124;   0.436; 0.085; 0.99
1068;23 11 09.64;+60 28 22.67;18.907; 0.049; 0.105; 0.103; 1.304; 0.062;18.237; 0.002; 1.867; 0.033;  -4.379; 0.257;  -2.289; 0.201;   0.272; 0.156; 0.80
1069;23 11 09.66;+60 35 37.68;16.777; 0.009; 0.503; 0.018; 1.108; 0.011;16.438; 0.001; 1.494; 0.008;  -3.490; 0.075;  -2.093; 0.063;   0.372; 0.045; 0.93
1070;23 11 09.67;+60 40 06.10;18.221; 0.026; 0.405; 0.061; 1.182; 0.033;17.827; 0.001; 1.591; 0.014;  -2.736; 0.174;  -2.011; 0.150;   0.297; 0.102; 0.39
1071;23 11 09.73;+60 33 04.55;18.639; 0.038;      ;      ; 1.592; 0.052;17.907; 0.001; 2.022; 0.019;  -3.917; 0.196;  -2.032; 0.163;   0.359; 0.119; 1.00
1072;23 11 09.74;+60 29 58.98;18.736; 0.042;      ;      ; 1.683; 0.059;18.197; 0.002; 1.828; 0.028;  -4.095; 0.211;  -1.705; 0.174;   0.456; 0.132; 0.82
1073;23 11 09.89;+60 32 06.01;19.245; 0.060;      ;      ; 1.026; 0.098;18.283; 0.003; 2.189; 0.035;  -3.429; 0.277;  -2.476; 0.229;   1.704; 0.175; 1.00
1074;23 11 09.91;+60 34 42.09;12.796; 0.004;-0.190; 0.005; 0.898; 0.005;12.519; 0.000; 1.229; 0.003;  -3.638; 0.045;  -2.148; 0.035;   0.283; 0.025; 0.98
1075;23 11 09.93;+60 42 09.07;17.971; 0.023;      ;      ; 1.283; 0.029;17.530; 0.002; 1.789; 0.016;   2.240; 0.391;  -3.433; 0.322;  -0.162; 0.239; 0.00
1076;23 11 10.03;+60 30 38.01;18.196; 0.026;-0.773; 0.043; 1.534; 0.035;17.602; 0.002; 2.188; 0.026;  -2.472; 0.378;  -1.554; 0.306;   0.701; 0.241; 0.58
1077;23 11 10.03;+60 26 41.88;17.031; 0.011; 0.740; 0.027; 1.228; 0.014;16.496; 0.001; 1.445; 0.009;   0.171; 0.094;  -0.536; 0.076;   0.366; 0.054; 0.00
1078;23 11 10.04;+60 34 21.40;17.106; 0.011; 0.608; 0.025; 1.183; 0.014;16.664; 0.001; 1.632; 0.008;  -3.214; 0.092;  -2.083; 0.079;   0.253; 0.056; 0.86
1079;23 11 10.09;+60 35 08.42;16.896; 0.010; 0.561; 0.021; 1.184; 0.012;16.532; 0.001; 1.483; 0.008;  -5.226; 0.081;  -0.917; 0.067;   0.561; 0.049; 0.00
1080;23 11 10.18;+60 36 25.57;16.749; 0.009; 0.518; 0.019; 1.209; 0.011;16.358; 0.001; 1.543; 0.006;  -4.248; 0.076;  -3.541; 0.066;   0.444; 0.047; 0.00
1081;23 11 10.19;+60 34 12.07;17.727; 0.017; 0.481; 0.044; 1.320; 0.022;17.315; 0.001; 1.620; 0.015;  -3.662; 0.134;  -2.159; 0.114;   0.248; 0.080; 0.99
1082;23 11 10.28;+60 34 01.98;16.750; 0.009; 0.612; 0.017; 1.032; 0.011;16.477; 0.001; 1.318; 0.014;  -2.659; 0.082;  -2.051; 0.068;   0.358; 0.051; 0.00
1083;23 11 10.33;+60 32 44.34;18.831; 0.044;      ;      ; 1.679; 0.063;18.052; 0.002; 2.081; 0.034;  -3.782; 0.238;  -2.353; 0.187;   0.220; 0.130; 0.99
1084;23 11 10.33;+60 33 38.52;17.774; 0.018; 0.614; 0.042; 1.159; 0.022;17.337; 0.001; 1.605; 0.014;  -3.388; 0.138;  -2.188; 0.114;   0.350; 0.094; 0.98
1085;23 11 10.39;+60 27 32.66;15.908; 0.005; 0.705; 0.016; 0.837; 0.007;15.751; 0.001; 1.237; 0.004;  -3.676; 0.062;  -2.122; 0.050;   0.327; 0.035; 0.98
1086;23 11 10.42;+60 32 33.64;17.819; 0.019; 0.916; 0.069; 1.429; 0.024;17.164; 0.001; 1.942; 0.010;  -3.433; 0.171;  -2.156; 0.126;   0.228; 0.084; 1.00
1087;23 11 10.43;+60 26 29.77;18.435; 0.034;      ;      ; 1.604; 0.046;17.652; 0.001; 2.006; 0.018;   0.154; 0.167;  -0.315; 0.132;   1.471; 0.101; 0.00
1088;23 11 10.58;+60 37 20.23;17.409; 0.014; 0.678; 0.035; 1.305; 0.018;16.932; 0.001; 1.707; 0.010;  -4.408; 0.100;  -2.063; 0.088;   0.356; 0.060; 0.19
1089;23 11 10.65;+60 37 01.18;18.105; 0.024; 0.568; 0.066; 1.294; 0.030;17.603; 0.001; 1.742; 0.012;  -3.935; 0.152;  -2.306; 0.135;   0.219; 0.091; 1.00
1090;23 11 10.69;+60 43 46.33;12.919; 0.004; 0.840; 0.003; 1.203; 0.004;12.678; 0.000; 1.432; 0.001;   9.549; 0.041;   4.211; 0.037;   1.283; 0.027; 0.00
