#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-15T04:47:24 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-15T04:47:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/124/1486/m4ubv&-order=I&-out=MKT&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=U-B&-out=e_U-B&-out=Note&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51241486
#Name: J/AJ/124/1486
#Title: M4 UBV color-magnitude diagrams (Mochejska+, 2002)
#INFO	ivoid=ivo://cds.vizier/j/aj/124/1486	    IVOID of underlying data collection
#INFO	creator=Mochejska B.J.	    First author or institution
#INFO	cites=bibcode:2002AJ....124.1486M	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/124/1486	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51241486	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-04-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_124_1486_m4ubv:
#Name: J/AJ/124/1486/m4ubv
#Title: Astrometry and UBV photometry for 12121 stars in M4
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MKT	(I5)	Sequential number, Cl* NGC 6121 MKT NNNNN in Simbad	[ucd=meta.record]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	Note	(a14)	Hot subdwarf candidate (BN) or Variable (VNN) identification	[ucd=meta.note]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MKT;Vmag;e_Vmag;B-V;e_B-V;U-B;e_U-B;Note;RAJ2000;DEJ2000
245.91344611;-26.48950000;17288;21.254; 0.023; 1.756; 0.052;      ;      ;              ;245.913446;-26.489500
245.91366194;-26.47756000;17289;19.399; 0.008; 1.155; 0.014; 0.744; 0.022;              ;245.913662;-26.477560
245.91323694;-26.50283000;17294;16.378; 0.003; 0.924; 0.004; 0.211; 0.004;              ;245.913237;-26.502830
245.91310806;-26.51153000;17299;17.491; 0.003; 0.868; 0.004; 0.136; 0.007;              ;245.913108;-26.511530
245.91230194;-26.55803000;17301;18.562; 0.006; 1.010; 0.010; 0.307; 0.014;              ;245.912302;-26.558030
245.91313111;-26.51080000;17304;18.490; 0.008; 0.999; 0.010; 0.321; 0.013;              ;245.913131;-26.510800
245.91229000;-26.56029000;17306;18.807; 0.006; 1.043; 0.007; 0.436; 0.013;              ;245.912290;-26.560290
245.91250111;-26.54838000;17308;19.067; 0.008; 1.109; 0.012; 0.594; 0.018;              ;245.912501;-26.548380
245.91177111;-26.58988000;17310;19.302; 0.007; 1.150; 0.011; 0.607; 0.017;              ;245.911771;-26.589880
245.91285111;-26.52858000;17312;13.131; 0.005; 0.942; 0.006; 0.357; 0.004;              ;245.912851;-26.528580
245.91299389;-26.52046000;17314;19.533; 0.012; 1.194; 0.019; 0.747; 0.040;              ;245.912994;-26.520460
245.91165694;-26.59695000;17315;20.671; 0.010; 1.502; 0.028;      ;      ;              ;245.911657;-26.596950
245.91359889;-26.48756000;17316;18.189; 0.004; 0.950; 0.005; 0.195; 0.008;              ;245.913599;-26.487560
245.91395889;-26.46828000;17320;19.873; 0.009; 1.270; 0.018; 1.014; 0.049;              ;245.913959;-26.468280
245.91225806;-26.56703000;17322;20.039; 0.009; 1.279; 0.019; 0.964; 0.050;              ;245.912258;-26.567030
245.91404194;-26.46604000;17328;19.605; 0.006; 1.218; 0.008; 0.851; 0.031;              ;245.914042;-26.466040
245.91284889;-26.53526000;17330;17.519; 0.004; 0.865; 0.008; 0.147; 0.012;              ;245.912849;-26.535260
245.91372111;-26.48537000;17331;20.365; 0.009; 1.422; 0.023;      ;      ;              ;245.913721;-26.485370
245.91381889;-26.48019000;17333;17.073; 0.003; 1.440; 0.006; 1.374; 0.018;              ;245.913819;-26.480190
245.91314306;-26.51959000;17335;16.813; 0.011; 0.914; 0.014; 0.126; 0.009;              ;245.913143;-26.519590
245.91359889;-26.49496000;17338;17.540; 0.004; 0.881; 0.004; 0.141; 0.005;              ;245.913599;-26.494960
245.91300000;-26.52984000;17339;17.833; 0.008; 0.873; 0.011; 0.176; 0.011;              ;245.913000;-26.529840
245.91221694;-26.57473000;17341;17.552; 0.004; 0.883; 0.004; 0.167; 0.006;              ;245.912217;-26.574730
245.91341806;-26.50668000;17343;17.155; 0.008; 0.901; 0.012; 0.075; 0.012;              ;245.913418;-26.506680
245.91199306;-26.58936000;17346;18.957; 0.006; 1.086; 0.008; 0.411; 0.013;              ;245.911993;-26.589360
245.91329389;-26.51528000;17347;17.555; 0.004; 0.864; 0.006; 0.137; 0.007;              ;245.913294;-26.515280
245.91288111;-26.53909000;17349;18.805; 0.010; 1.094; 0.017; 0.417; 0.023;              ;245.912881;-26.539090
245.91285389;-26.54124000;17350;18.628; 0.008; 1.052; 0.013; 0.371; 0.014;              ;245.912854;-26.541240
245.91360694;-26.49805000;17353;18.070; 0.004; 0.924; 0.006; 0.202; 0.009;              ;245.913607;-26.498050
245.91296306;-26.53582000;17359;16.399; 0.003; 0.922; 0.004; 0.244; 0.004;              ;245.912963;-26.535820
245.91407611;-26.47257000;17363;18.302; 0.005; 0.973; 0.006; 0.255; 0.009;              ;245.914076;-26.472570
245.91380111;-26.48912000;17368;19.185; 0.006; 0.975; 0.008; 0.320; 0.015;              ;245.913801;-26.489120
245.91212500;-26.58506000;17369;19.742; 0.007; 1.270; 0.011; 0.767; 0.040;              ;245.912125;-26.585060
245.91339194;-26.51373000;17371;18.689; 0.007; 1.031; 0.010; 0.343; 0.013;              ;245.913392;-26.513730
245.91392000;-26.48321000;17372;19.226; 0.010; 1.105; 0.016; 0.654; 0.026;              ;245.913920;-26.483210
245.91332806;-26.51755000;17374;18.139; 0.009; 0.934; 0.012; 0.228; 0.012;              ;245.913328;-26.517550
245.91363194;-26.50030000;17376;19.833; 0.009; 1.269; 0.017; 0.991; 0.051;              ;245.913632;-26.500300
245.91370389;-26.49719000;17377;17.624; 0.005; 0.879; 0.006; 0.128; 0.006;              ;245.913704;-26.497190
245.91345306;-26.51296000;17380;18.213; 0.004; 0.991; 0.005; 0.190; 0.008;              ;245.913453;-26.512960
245.91396194;-26.48392000;17383;20.941; 0.016; 1.506; 0.033;      ;      ;              ;245.913962;-26.483920
245.91285611;-26.54765000;17384;17.478; 0.004; 0.886; 0.004; 0.168; 0.004;              ;245.912856;-26.547650
245.91252000;-26.56759000;17386;21.482; 0.018; 1.543; 0.049;      ;      ;              ;245.912520;-26.567590
245.91393611;-26.48682000;17388;17.595; 0.003; 0.864; 0.004; 0.107; 0.005;              ;245.913936;-26.486820
245.91342889;-26.51678000;17391;18.742; 0.012; 1.024; 0.015; 0.409; 0.016;              ;245.913429;-26.516780
245.91393000;-26.48814000;17393;19.670; 0.013; 1.441; 0.019; 1.117; 0.049;              ;245.913930;-26.488140
245.91304000;-26.54043000;17394;17.007; 0.006; 0.852; 0.008; 0.156; 0.006;              ;245.913040;-26.540430
245.91336000;-26.52216000;17396;17.961; 0.010; 0.927; 0.015; 0.126; 0.014;              ;245.913360;-26.522160
245.91460194;-26.45058000;17397;17.129; 0.004; 0.820; 0.004; 0.099; 0.009;              ;245.914602;-26.450580
245.91306194;-26.53999000;17398;15.435; 0.003; 1.106; 0.007; 0.520; 0.007;              ;245.913062;-26.539990
245.91294611;-26.54697000;17401;19.820; 0.010; 1.289; 0.014; 0.959; 0.040;              ;245.912946;-26.546970
245.91330500;-26.52725000;17402;18.890; 0.010; 1.026; 0.014; 0.246; 0.017;              ;245.913305;-26.527250
245.91213694;-26.59399000;17404;21.481; 0.024; 1.684; 0.047;      ;      ;              ;245.912137;-26.593990
245.91353806;-26.51465000;17407;17.167; 0.005; 0.843; 0.006; 0.137; 0.006;              ;245.913538;-26.514650
245.91320000;-26.53538000;17412;16.687; 0.003; 0.830; 0.004; 0.125; 0.005;              ;245.913200;-26.535380
245.91354889;-26.51556000;17415;18.502; 0.007; 0.974; 0.011; 0.327; 0.013;              ;245.913549;-26.515560
245.91280306;-26.55870000;17417;16.592; 0.006; 0.905; 0.007; 0.175; 0.006;              ;245.912803;-26.558700
245.91397194;-26.49419000;17419;18.387; 0.003; 0.991; 0.005; 0.229; 0.012;              ;245.913972;-26.494190
245.91228694;-26.59085000;17422;19.243; 0.005; 1.135; 0.008; 0.539; 0.021;              ;245.912287;-26.590850
245.91375500;-26.50729000;17424;18.430; 0.004; 0.973; 0.006; 0.276; 0.015;              ;245.913755;-26.507290
245.91470500;-26.45209000;17425;21.254; 0.014; 0.963; 0.025; 0.256; 0.056;              ;245.914705;-26.452090
245.91334611;-26.53188000;17427;18.120; 0.008; 0.898; 0.012; 0.205; 0.011;              ;245.913346;-26.531880
245.91390500;-26.49990000;17429;19.653; 0.008; 1.231; 0.013; 0.883; 0.032;              ;245.913905;-26.499900
245.91399389;-26.49576000;17432;19.398; 0.008; 1.156; 0.012; 0.703; 0.026;              ;245.913994;-26.495760
245.91293500;-26.55660000;17433;19.454; 0.010; 1.186; 0.014; 0.697; 0.031;              ;245.912935;-26.556600
245.91278611;-26.56522000;17435;18.041; 0.004; 0.939; 0.005; 0.178; 0.007;              ;245.912786;-26.565220
245.91365111;-26.51597000;17437;17.581; 0.004; 0.861; 0.005; 0.135; 0.007;              ;245.913651;-26.515970
245.91438694;-26.47383000;17438;19.842; 0.012; 1.556; 0.017; 1.419; 0.083;              ;245.914387;-26.473830
245.91236111;-26.59046000;17440;18.698; 0.005; 1.035; 0.006; 0.372; 0.014;              ;245.912361;-26.590460
245.91321889;-26.54192000;17442;15.405; 0.003; 1.100; 0.007; 0.529; 0.007;              ;245.913219;-26.541920
245.91327111;-26.53898000;17445;17.486; 0.003; 0.892; 0.007; 0.139; 0.008;              ;245.913271;-26.538980
245.91398000;-26.49927000;17448;17.956; 0.004; 0.924; 0.006; 0.157; 0.007;              ;245.913980;-26.499270
245.91464194;-26.46107000;17449;20.688; 0.011; 1.521; 0.022; 1.163; 0.121;              ;245.914642;-26.461070
245.91377306;-26.51210000;17450;16.584; 0.008; 0.830; 0.017; 0.169; 0.016;              ;245.913773;-26.512100
245.91428306;-26.48312000;17451;18.494; 0.006; 1.006; 0.007; 0.333; 0.012;              ;245.914283;-26.483120
245.91230000;-26.59647000;17452;21.727; 0.033; 1.067; 0.048;      ;      ;              ;245.912300;-26.596470
245.91457111;-26.46843000;17455;19.934; 0.007; 1.313; 0.013; 0.961; 0.042;              ;245.914571;-26.468430
245.91433694;-26.48280000;17456;19.152; 0.008; 1.127; 0.012; 0.629; 0.022;              ;245.914337;-26.482800
245.91375111;-26.51797000;17460;17.382; 0.005; 0.786; 0.006; 0.077; 0.006;              ;245.913751;-26.517970
245.91317611;-26.55137000;17461;10.768; 0.006; 1.935; 0.008;      ;      ;              ;245.913176;-26.551370
245.91304306;-26.55993000;17463;19.208; 0.008; 1.221; 0.012; 0.699; 0.030;              ;245.913043;-26.559930
245.91257500;-26.58875000;17465;18.508; 0.006; 0.988; 0.007; 0.317; 0.012;              ;245.912575;-26.588750
245.91391889;-26.51247000;17467;17.387; 0.007; 0.869; 0.010; 0.134; 0.008;              ;245.913919;-26.512470
245.91434306;-26.48823000;17469;21.073; 0.016; 1.654; 0.037;      ;      ;              ;245.914343;-26.488230
245.91286500;-26.57603000;17470;18.573; 0.005; 1.010; 0.006; 0.327; 0.014;              ;245.912865;-26.576030
245.91323111;-26.55713000;17474;20.119; 0.012; 1.394; 0.019; 1.256; 0.065;              ;245.913231;-26.557130
245.91502194;-26.45372000;17475;20.761; 0.012; 1.565; 0.030;      ;      ;              ;245.915022;-26.453720
245.91480000;-26.47147000;17478;19.388; 0.006; 1.151; 0.011; 0.704; 0.024;              ;245.914800;-26.471470
245.91279000;-26.58740000;17480;18.029; 0.004; 0.933; 0.006; 0.188; 0.008;              ;245.912790;-26.587400
245.91445000;-26.49311000;17481;18.319; 0.004; 0.981; 0.006; 0.228; 0.009;              ;245.914450;-26.493110
245.91272000;-26.59210000;17483;18.212; 0.004; 0.945; 0.006; 0.250; 0.008;              ;245.912720;-26.592100
245.91351306;-26.54869000;17485;18.926; 0.015; 1.059; 0.019;      ;      ;              ;245.913513;-26.548690
245.91487889;-26.47090000;17487;18.626; 0.005; 1.019; 0.006; 0.359; 0.014;              ;245.914879;-26.470900
245.91448306;-26.49413000;17488;20.877; 0.019; 1.537; 0.039;      ;      ;              ;245.914483;-26.494130
245.91316694;-26.56988000;17490;19.182; 0.007; 1.154; 0.010; 0.543; 0.018;              ;245.913167;-26.569880
245.91335889;-26.55927000;17492;18.266; 0.004; 0.966; 0.006; 0.200; 0.009;              ;245.913359;-26.559270
245.91421806;-26.51042000;17494;16.902; 0.010; 0.846; 0.013; 0.146; 0.008;              ;245.914218;-26.510420
245.91346194;-26.55428000;17495;18.387; 0.009; 0.971; 0.011; 0.220; 0.009;              ;245.913462;-26.554280
245.91309111;-26.57566000;17499;17.160; 0.004; 0.861; 0.004; 0.143; 0.005;              ;245.913091;-26.575660
245.91408111;-26.51956000;17501;12.677; 0.005; 1.314; 0.006; 0.839; 0.007;              ;245.914081;-26.519560
245.91275694;-26.59511000;17504;17.323; 0.003; 0.862; 0.004; 0.170; 0.006;              ;245.912757;-26.595110
245.91323194;-26.56903000;17507;17.644; 0.005; 0.916; 0.006; 0.184; 0.006;              ;245.913232;-26.569030
245.91379194;-26.53772000;17509;16.925; 0.003; 0.848; 0.004; 0.144; 0.005;              ;245.913792;-26.537720
245.91365111;-26.54888000;17512;19.030; 0.011; 1.118; 0.021; 0.414; 0.031;              ;245.913651;-26.548880
245.91477694;-26.48437000;17514;17.538; 0.004; 0.871; 0.004; 0.111; 0.006;              ;245.914777;-26.484370
245.91406611;-26.52663000;17516;14.678; 0.004; 1.134; 0.006; 0.575; 0.006;              ;245.914066;-26.526630
245.91378694;-26.54386000;17519;20.383; 0.012; 1.463; 0.023; 1.145; 0.108;              ;245.913787;-26.543860
245.91458806;-26.49783000;17521;17.269; 0.004; 0.862; 0.004; 0.134; 0.005;              ;245.914588;-26.497830
245.91499194;-26.47503000;17522;17.897; 0.006; 0.938; 0.010; 0.175; 0.009;              ;245.914992;-26.475030
245.91407806;-26.52822000;17524;17.111; 0.015; 0.916; 0.022;      ;      ;              ;245.914078;-26.528220
245.91391694;-26.54219000;17530;16.915; 0.004; 0.853; 0.006; 0.148; 0.006;              ;245.913917;-26.542190
245.91400111;-26.53844000;17532;16.486; 0.003; 0.892; 0.004; 0.194; 0.004;              ;245.914001;-26.538440
245.91423306;-26.52617000;17534;17.257; 0.008; 0.844; 0.010; 0.135; 0.007;              ;245.914233;-26.526170
245.91452111;-26.51099000;17538;18.147; 0.008; 0.948; 0.010; 0.229; 0.009;              ;245.914521;-26.510990
245.91483306;-26.49361000;17539;17.837; 0.004; 0.903; 0.005; 0.164; 0.007;              ;245.914833;-26.493610
245.91472194;-26.50123000;17542;19.991; 0.010; 1.316; 0.017; 1.049; 0.053;              ;245.914722;-26.501230
245.91408611;-26.53799000;17544;17.823; 0.005; 0.897; 0.006; 0.181; 0.009;              ;245.914086;-26.537990
245.91423611;-26.52996000;17547;16.596; 0.005; 0.858; 0.006; 0.147; 0.005;              ;245.914236;-26.529960
245.91365611;-26.56309000;17549;19.604; 0.009; 1.224; 0.015; 0.852; 0.032;              ;245.913656;-26.563090
245.91518500;-26.47616000;17551;17.671; 0.004; 0.879; 0.005; 0.135; 0.008;              ;245.915185;-26.476160
245.91525694;-26.47219000;17553;18.937; 0.012; 1.248; 0.016; 0.940; 0.028;              ;245.915257;-26.472190
245.91365611;-26.56483000;17556;17.683; 0.004; 0.900; 0.005; 0.161; 0.006;              ;245.913656;-26.564830
245.91474500;-26.50245000;17557;18.102; 0.005; 0.940; 0.006; 0.217; 0.008;              ;245.914745;-26.502450
245.91368806;-26.56358000;17559;17.212; 0.004; 0.873; 0.004; 0.148; 0.005;              ;245.913688;-26.563580
245.91395389;-26.54889000;17560;18.330; 0.008; 0.999; 0.010; 0.295; 0.011;              ;245.913954;-26.548890
245.91542000;-26.46497000;17562;22.313; 0.037; 1.650; 0.094;      ;      ;              ;245.915420;-26.464970
245.91376806;-26.56063000;17564;21.483; 0.020; 1.754; 0.056;      ;      ;              ;245.913768;-26.560630
245.91375806;-26.56221000;17565;18.084; 0.004; 1.160; 0.006; 0.774; 0.013;              ;245.913758;-26.562210
245.91456306;-26.51631000;17568;19.477; 0.015; 1.148; 0.021; 0.694; 0.032;              ;245.914563;-26.516310
245.91358000;-26.57325000;17570;19.766; 0.008; 1.259; 0.012; 0.818; 0.034;              ;245.913580;-26.573250
245.91327694;-26.59085000;17572;21.113; 0.015; 0.952; 0.025; 0.334; 0.063;              ;245.913277;-26.590850
245.91549694;-26.46408000;17575;18.883; 0.006; 1.065; 0.007; 0.495; 0.013;              ;245.915497;-26.464080
245.91479889;-26.50483000;17578;14.582; 0.003; 1.135; 0.005; 0.492; 0.005;              ;245.914799;-26.504830
245.91535000;-26.47304000;17579;18.962; 0.004; 1.083; 0.006; 0.501; 0.016;              ;245.915350;-26.473040
245.91504611;-26.49083000;17581;20.276; 0.010; 1.381; 0.017; 1.109; 0.093;              ;245.915046;-26.490830
245.91377111;-26.56419000;17583;17.567; 0.004; 0.987; 0.005; 0.246; 0.007;              ;245.913771;-26.564190
245.91447000;-26.52427000;17584;18.503; 0.008; 0.991; 0.012; 0.266; 0.013;              ;245.914470;-26.524270
245.91429111;-26.53568000;17586;17.812; 0.004; 0.906; 0.006; 0.134; 0.007;              ;245.914291;-26.535680
245.91488194;-26.50200000;17589;19.875; 0.012; 1.277; 0.019; 0.988; 0.051;              ;245.914882;-26.502000
245.91505611;-26.49310000;17591;17.214; 0.003; 0.874; 0.004; 0.144; 0.005;              ;245.915056;-26.493100
245.91394500;-26.55738000;17595;19.587; 0.010; 1.201; 0.015; 0.779; 0.024;              ;245.913945;-26.557380
245.91350806;-26.58392000;17597;17.160; 0.005; 0.896; 0.007; 0.189; 0.008;              ;245.913508;-26.583920
245.91520000;-26.48767000;17600;21.343; 0.020; 1.734; 0.044;      ;      ;              ;245.915200;-26.487670
245.91444806;-26.53222000;17603;18.653; 0.010; 0.983; 0.015; 0.275; 0.017;              ;245.914448;-26.532220
245.91424611;-26.54430000;17606;18.349; 0.004; 0.976; 0.005; 0.286; 0.009;              ;245.914246;-26.544300
245.91505111;-26.49817000;17607;20.530; 0.018; 0.968; 0.026; 0.207; 0.041;              ;245.915051;-26.498170
245.91339306;-26.59321000;17610;21.772; 0.027; 1.695; 0.065;      ;      ;              ;245.913393;-26.593210
245.91482500;-26.51179000;17611;19.181; 0.009; 1.097; 0.013; 0.660; 0.020;              ;245.914825;-26.511790
245.91519611;-26.49209000;17613;17.578; 0.003; 0.891; 0.004; 0.145; 0.006;              ;245.915196;-26.492090
245.91352694;-26.58848000;17615;19.404; 0.008; 1.175; 0.012; 0.719; 0.028;              ;245.913527;-26.588480
245.91429000;-26.54811000;17616;21.088; 0.018; 1.639; 0.040;      ;      ;              ;245.914290;-26.548110
245.91409306;-26.55958000;17618;18.273; 0.005; 0.978; 0.006; 0.258; 0.009;              ;245.914093;-26.559580
245.91557889;-26.47447000;17620;14.715; 0.003; 1.136; 0.006; 0.567; 0.006;              ;245.915579;-26.474470
245.91454806;-26.53443000;17623;16.484; 0.004; 0.885; 0.004; 0.157; 0.004;              ;245.914548;-26.534430
245.91395806;-26.56855000;17626;17.746; 0.004; 0.922; 0.004; 0.168; 0.006;              ;245.913958;-26.568550
245.91408000;-26.56172000;17628;17.919; 0.004; 0.929; 0.006; 0.195; 0.007;              ;245.914080;-26.561720
245.91438611;-26.54540000;17630;17.298; 0.004; 0.882; 0.004; 0.156; 0.006;              ;245.914386;-26.545400
245.91350694;-26.59638000;17634;16.647; 0.003; 0.909; 0.004; 0.221; 0.005;              ;245.913507;-26.596380
245.91417111;-26.55904000;17636;17.777; 0.004; 0.921; 0.004; 0.165; 0.006;              ;245.914171;-26.559040
245.91489500;-26.51813000;17638;16.589; 0.004; 0.843; 0.004; 0.159; 0.004;              ;245.914895;-26.518130
245.91448000;-26.54328000;17640;17.963; 0.005; 0.935; 0.010; 0.190; 0.011;              ;245.914480;-26.543280
245.91447806;-26.54361000;17643;18.554; 0.010; 1.024; 0.013; 0.377; 0.018;              ;245.914478;-26.543610
245.91524611;-26.49967000;17644;20.552; 0.014; 1.465; 0.025;      ;      ;              ;245.915246;-26.499670
245.91509806;-26.50844000;17646;19.403; 0.009; 1.195; 0.015; 0.693; 0.027;              ;245.915098;-26.508440
245.91600111;-26.45683000;17649;16.164; 0.003; 1.013; 0.004; 0.297; 0.004;              ;245.916001;-26.456830
245.91566111;-26.47810000;17650;18.410; 0.006; 1.046; 0.007; 0.321; 0.011;              ;245.915661;-26.478100
245.91538389;-26.49467000;17653;18.862; 0.007; 1.083; 0.008; 0.395; 0.014;              ;245.915384;-26.494670
245.91447306;-26.54732000;17654;20.532; 0.011; 1.450; 0.022; 1.356; 0.108;              ;245.914473;-26.547320
245.91436806;-26.55415000;17657;18.947; 0.009; 1.030; 0.013; 0.418; 0.015;              ;245.914368;-26.554150
245.91482500;-26.52843000;17659;13.320; 0.005; 0.879; 0.006; 0.320; 0.005;              ;245.914825;-26.528430
245.91580000;-26.47282000;17660;21.540; 0.023; 1.776; 0.065;      ;      ;              ;245.915800;-26.472820
245.91547389;-26.49225000;17662;18.771; 0.007; 1.054; 0.011; 0.406; 0.015;              ;245.915474;-26.492250
245.91591389;-26.46745000;17663;19.559; 0.008; 1.218; 0.012; 0.745; 0.032;              ;245.915914;-26.467450
245.91538806;-26.49883000;17665;18.126; 0.005; 0.978; 0.006; 0.272; 0.007;              ;245.915388;-26.498830
245.91521000;-26.50911000;17667;19.162; 0.009; 1.035; 0.012; 0.418; 0.015;              ;245.915210;-26.509110
245.91509694;-26.51583000;17670;16.080; 0.005; 1.023; 0.006; 0.396; 0.006;              ;245.915097;-26.515830
245.91413889;-26.57062000;17672;20.510; 0.012; 1.387; 0.024; 1.069; 0.091;              ;245.914139;-26.570620
245.91552611;-26.49122000;17674;21.638; 0.027; 1.712; 0.055;      ;      ;              ;245.915526;-26.491220
245.91549694;-26.49316000;17676;17.817; 0.004; 0.909; 0.005; 0.161; 0.007;              ;245.915497;-26.493160
245.91431500;-26.56131000;17678;17.251; 0.004; 0.869; 0.004; 0.160; 0.004;              ;245.914315;-26.561310
245.91564389;-26.48631000;17679;19.514; 0.009; 1.185; 0.016;      ;      ;              ;245.915644;-26.486310
245.91469889;-26.54094000;17682;17.232; 0.005; 0.871; 0.006; 0.133; 0.006;              ;245.914699;-26.540940
245.91497806;-26.52523000;17685;17.033; 0.004; 0.851; 0.006; 0.126; 0.006;              ;245.914978;-26.525230
245.91554500;-26.49370000;17686;19.065; 0.015; 1.175; 0.020; 0.687; 0.021;              ;245.915545;-26.493700
245.91387889;-26.58905000;17687;21.470; 0.022; 1.840; 0.061;      ;      ;              ;245.913879;-26.589050
245.91605389;-26.46607000;17689;21.138; 0.020; 1.118; 0.030;      ;      ;              ;245.916054;-26.466070
245.91468000;-26.54612000;17690;20.082; 0.009; 1.301; 0.017; 1.105; 0.057;              ;245.914680;-26.546120
245.91553000;-26.49785000;17694;16.900; 0.003; 0.847; 0.004; 0.121; 0.004;              ;245.915530;-26.497850
245.91549000;-26.50052000;17697;18.949; 0.005; 1.075; 0.010; 0.476; 0.015;              ;245.915490;-26.500520
245.91514306;-26.52069000;17698;18.218; 0.007; 0.945; 0.010; 0.212; 0.014;              ;245.915143;-26.520690
245.91550194;-26.50181000;17700;21.798; 0.035; 1.878; 0.103;      ;      ;              ;245.915502;-26.501810
245.91547694;-26.50334000;17701;19.537; 0.008; 1.185; 0.015; 0.753; 0.028;              ;245.915477;-26.503340
245.91488806;-26.53738000;17704;18.487; 0.005; 1.003; 0.007; 0.269; 0.011;              ;245.914888;-26.537380
245.91524694;-26.51715000;17707;16.748; 0.003; 0.835; 0.004; 0.126; 0.005;              ;245.915247;-26.517150
245.91572389;-26.48978000;17708;17.144; 0.003; 0.855; 0.004; 0.127; 0.004;              ;245.915724;-26.489780
245.91494306;-26.53528000;17712;17.321; 0.004; 0.837; 0.004; 0.127; 0.005;              ;245.914943;-26.535280
245.91489306;-26.53847000;17713;18.629; 0.010; 1.082; 0.018; 0.373; 0.021;              ;245.914893;-26.538470
245.91557306;-26.49958000;17715;19.264; 0.009; 1.158; 0.013; 0.570; 0.020;              ;245.915573;-26.499580
